,Atrial,AVC,EMP,OFT,SV,Ventricle
2810408I11Rik,0.172030474,0.171483871,0.155776706,0.111104271,0.124525679,0.234020185
Ccnyl1,0.032301429,0.024867903,0.046886365,0.028671717,0.041415311,0.038505669
Fzd5,0.015617214,0.012511063,0.005406633,0.012625695,0.00966211,0.007562018
Plekhm3,0.047143717,0.047746105,0.023730426,0.040672761,0.039573957,0.029140842
Rpl10a-ps1,1.122503422,1.088890031,1.390992305,1.354150126,1.470639531,1.312706608
Akr1cl,0,0,0.000492109,0.001009825,0.00112745,0
Gm8550,0.000897614,0,0.000386685,0,0,0.000155538
Cryge,0,0,0.000316991,0.000440386,0,0
Crygc,0,0.000230768,0.001237607,0.000185671,0.001365661,0.000343032
Crygb,0,0,0.00049182,0,0,0
Cryga,0,0,0,0,0.000408279,0
D630023F18Rik,0.002613597,0.002130439,0.000486911,0.000516066,0.002128621,0.001889792
Idh1,1.109940546,0.959455989,0.372035348,0.466879237,0.976013983,0.374483103
Pikfyve,0.019915499,0.01090542,0.014018598,0.016164738,0.027610418,0.012911219
Pth2r,0,0,0,0,0,0
Gm8805,0.020620894,0.022649576,0.041653658,0.026368154,0.028893747,0.022815031
Crygf,0,0.000561945,0.001329924,0,0.000622206,0.000672263
Gm8809,0,0.00039489,0.000771069,0.00044089,0.000879226,0.000248804
Gm15659,0.005058726,0.008640832,0.009111099,0.008629815,0.007249524,0.007686089
Mtap2,0.005067633,0.003981685,0.005000559,0.005488764,0.004674789,0.004164847
Unc80,0,0.000979018,0.001215568,0.001709583,0.000545694,0.000516409
Rpe,0.355870502,0.335956579,0.450882824,0.367456617,0.408824447,0.38644815
Kansl1l,0.042879631,0.048500499,0.033575566,0.061076996,0.050938073,0.031072811
Gm15789,0.001015514,0.001201623,0.000911431,0,0.000962395,0.000890609
Acadl,0.777689413,0.887409641,0.317344444,0.44900678,0.459680674,0.532470694
Gm15793,0.022295024,0.017341397,0.030022699,0.02180537,0.03121009,0.034104544
Myl1,14.87567499,13.4933628,4.385866996,1.586342309,3.196729,11.03332165
Rpl31-ps14,0.004518352,0.004867676,0.004675552,0.002834243,0.003195046,0.00311108
Lancl1,0.219220651,0.254128713,0.197744274,0.249270798,0.23127344,0.245448513
Cps1,0,0.004558249,0.000472018,0.000401579,0.000677782,0.001489497
Kif22-ps,0,0.000419172,0,0.000249958,0,0.000122157
Erbb4,0.183550277,0.227657967,0.040747607,0.090537484,0.093880324,0.19704352
Gm15670,0.017977926,0.011149979,0.004448962,0.012730632,0.010171666,0.016452665
Gm16076,0,0.000533774,0,0,0.000532738,0.000679953
Gm8840,0,0.000678922,0.000664097,0.001879938,0.00424796,0.002584252
Ikzf2,0.044739256,0.018637593,0.02015288,0.033780267,0.062666745,0.021750626
Spag16,0.003611003,0.008234332,0.004871041,0.012691768,0.006379622,0.006722009
Bard1,0.022900012,0.044827917,0.06767653,0.057827235,0.072936148,0.059157132
Gm16236,0,0,0,0,0,0
Atic,0.435228969,0.377469421,0.832957055,0.536016781,0.641307228,0.835519213
Fn1,0.102816245,0.287243812,0.720261639,1.38535498,0.841757709,0.304366113
Apol7d,0.019046956,0.021066376,0.013960046,0.030285388,0.01586321,0.020832792
Rpl21-ps1,0.009229144,0.006240289,0.012795195,0.014888042,0.008368321,0.012036347
Mreg,0.03205775,0.030591232,0.0299712,0.032152958,0.027840708,0.042681767
U2,0,0.000512706,0.000665178,0.001309831,0,0.000293717
AC120136.1,0.010041137,0.010238894,0.003786381,0.014032477,0.006743208,0.006526125
U2.3,0,0,0.000155972,0,0.000622206,0
Pecr,0.10188152,0.093467557,0.166913877,0.160388549,0.164001597,0.143999915
Tmem169,0.005379234,0.001788943,0.006323335,0.010499152,0.003901629,0.001378927
Xrcc5,0.155687965,0.19742412,0.285707889,0.254492473,0.339104584,0.152797959
Gm15843,0.025250373,0.022947882,0.030218438,0.032321834,0.036868711,0.035065121
Smarcal1,0.064177623,0.06843596,0.075279065,0.068037539,0.089273577,0.065847629
Ankar,0,0,0,0,0,0
Rpl37a,11.21872954,10.91403927,15.15203548,12.43151143,14.84316904,13.23413377
Igfbp2,0.736709573,0.15776534,0.500484313,0.995283374,0.587549866,0.437206078
Igfbp5,3.104345443,4.712459815,1.224972953,2.96707388,6.575283741,0.98137484
Tnp1,0,0,0,0,0,0
Tns1,0.022045439,0.038041826,0.012868234,0.019833408,0.015505207,0.078502035
Rufy4,0.001513787,0.000956267,0.000169624,0.001952554,0.001217938,0.000803415
Cxcr2,0,0.001449691,0.000394276,0,0.001248621,0.000418607
Arpc2,5.224627673,5.2999794,4.657840334,5.082052494,4.556013825,5.077480702
Gpbar1,0,0.001308391,0.003070474,0.006878905,0.001764115,0.000380774
Aamp,1.681673756,1.525186246,1.583728909,1.871812831,1.722010219,1.475810681
Pnkd,2.343685461,2.0324277,1.396607095,1.41851468,1.50514567,2.134501827
Tmbim1,0.095174381,0.096120624,0.050709463,0.107400216,0.062543593,0.082483304
Gm216,0.010160148,0.012609233,0.007970995,0.01220509,0.00959659,0.00599692
Slc11a1,0.001745907,0.00088298,0.000274606,0,0,0.00029207
Ctdsp1,0.466997583,0.443120751,0.437577354,0.472085884,0.418423014,0.391537612
Vil1,0.228858906,0.067377937,0.012690676,0.026140257,0.038484604,0.021885847
Usp37,0.220588065,0.202415808,0.24111339,0.269047817,0.260597171,0.207626588
Rqcd1,0.177409737,0.184673904,0.336532103,0.252874919,0.288796738,0.238677785
Plcd4,0,0,0.000800478,0,0.000531769,0.000800981
Zfp142,0.041124117,0.036347484,0.049903489,0.052689583,0.05097432,0.046990901
Bcs1l,0.133263355,0.112961072,0.141589941,0.122201399,0.120186405,0.164135663
Rnf25,0.186933458,0.156199432,0.163649157,0.187543784,0.172455735,0.156383639
Stk36,0.004254096,0.00867592,0.011297942,0.010249683,0.016464109,0.007092103
Ttll4,0.043079206,0.041220749,0.062679744,0.055221439,0.0623041,0.064390934
Cyp27a1,0.009127888,0.016512722,0.002084053,0.01001034,0.004983693,0.011523514
Prkag3,0.000677823,0.004332514,0.001542484,0.007276212,0,0.012127523
Wnt6,0.010354851,0.010902647,0.022140204,0.013549819,0.029129303,0.006229938
Wnt10a,0,0,0,0.000977281,0.000253814,0
Cdk5r2,0,0.000716448,0,0.000412261,0,0
Fev,0.000643525,0,0,0.000307546,0,0.000188127
Cryba2,0,0,0.000793902,0,0,0
Ccdc108,0,0,0,0,0,0
Ihh,0,0.001137084,0.00046987,0.001799618,0.002697995,0.001094295
Nhej1,0.088085351,0.086022602,0.077576757,0.093963053,0.069028324,0.069413828
Slc23a3,0,0,0,0,0.000342759,0
Cnppd1,0.151522369,0.143468705,0.108808052,0.186559703,0.155437396,0.111825784
Fam134a,0.131909095,0.157371218,0.170175648,0.221290892,0.1886926,0.152921738
Zfand2b,0.239735238,0.231136601,0.203442559,0.21760139,0.226736979,0.197353505
Abcb6,0.145071196,0.114500192,0.077478458,0.121564712,0.083742,0.12453325
Atg9a,0.112352014,0.127225183,0.081585522,0.094036865,0.071680589,0.080510298
Ankzf1,0.218348484,0.260676567,0.1950812,0.262420697,0.193618615,0.210006036
Glb1l,0.010477292,0.008895006,0.010218477,0.016122386,0.012271076,0.006218993
Stk16,0.63367164,0.521243612,0.692099013,0.643543752,0.693426803,0.630193939
Tuba4a,0.035795452,0.084645306,0.038829101,0.030871735,0.028242441,0.061944733
A630095N17Rik,0,0,0,0,0,0
Dnajb2,0.006690626,0.018255327,0.008345141,0.018361317,0.009682345,0.010268527
Ptprn,0.00620891,0.010537082,0.007839778,0.012395011,0.002860788,0.009268384
Resp18,0.001176375,0.003808713,0.003152552,0.001188071,0.002735599,0.00196612
Dnpep,1.245086843,1.315685959,1.17698861,1.435559588,1.279420774,0.949169585
Des,5.760058025,5.725342837,2.516613258,6.097196102,1.308781166,6.788558399
Gm15179,0.028344863,0.010675942,0.005740768,0.006067594,0.006995348,0.008153805
Speg,0.937518706,0.787301272,1.139685522,0.894966746,1.009462765,0.785319548
Gmppa,0.226786066,0.268051922,0.270499623,0.26867522,0.232240869,0.248069107
Accn4,0.020538843,0.00998853,0.014226063,0.003586293,0.018805228,0.004523148
Chpf,0.147386472,0.178220544,0.171954681,0.232567309,0.200139468,0.181357433
Obsl1,0.27953083,0.348236841,0.206890497,0.469905953,0.226944149,0.304939285
Tmem198,0.002006872,0.00236909,0.004089103,0.006718302,0.000665798,0.003520119
Inha,0.038909717,0.056461679,0.013210264,0.117024988,0.02009921,0.025003725
Stk11ip,0.016837588,0.027454828,0.033341001,0.034009743,0.037849103,0.025298971
Slc4a3,0.052771737,0.067435747,0.020879986,0.072467967,0.044685907,0.041926577
Gm5257,0,0.001782462,0.002989404,0.004094399,0.002065027,0.001998376
Epha4,0.075488021,0.171721086,0.16397318,0.11193966,0.079907826,0.256906199
Pax3,0.00145213,0,0.017471705,0.004798237,0.001562613,0.000266359
Sgpp2,0.000513421,0,0.002932302,0.005055846,0.001267377,0
Farsb,0.824755934,0.667847694,0.997356471,0.770756234,0.809672052,0.915766585
BC035947,0,0,0,0,0,0
Mogat1,0,0,0.000144872,0.000740684,0.001601728,0.001011812
Acsl3,0.520408441,0.583581879,0.415534023,0.680722803,0.453928222,0.602245019
Utp14b,0.04238171,0.040511487,0.071289238,0.096539178,0.072149956,0.052132122
Gm5830,0,0,0,0,0.000390446,0.000236014
Scg2,0,0,0.001911514,0.000370164,0,0.000162434
Ap1s3,0.00951217,0.009248607,0.054676764,0.022414494,0.020468246,0.01669091
Wdfy1,0.117113863,0.135975039,0.076304913,0.149090966,0.152181959,0.107566551
Mrpl44,0.588748361,0.568981468,0.566997921,0.566631867,0.590343464,0.624806906
Serpine2,0.599338303,0.803598938,0.40227726,0.303089412,0.514152074,0.565212187
Gm5529,0.028044052,0.02814228,0.021362665,0.016739816,0.026824102,0.032822213
Fam124b,0,0,0,0,0,0
Cul3,0.368033318,0.396469125,0.388775704,0.414418136,0.350934146,0.432744347
Gm6189,0.001225107,0,0,0.00048526,0,0.000345873
Dock10,0.009400501,0.003271838,0.00468902,0.00136354,0.004665517,0.002400067
Nyap2,0,0,0,0,0,0
Gm5530,0,0,0.000718101,0,0.001320254,0
Irs1,0.200552404,0.117492689,0.133635065,0.08443754,0.134150554,0.126143686
Gm9747,0,0,0,0,0,0
Rhbdd1,0.039209919,0.047415457,0.040956951,0.047044389,0.043898848,0.028804337
Col4a4,0.00097261,0.000719514,0.000182224,0.000634118,0.002588939,0.001374052
Col4a3,0,0.000748565,0,0,0.000331069,0
AC138214.2,0.003080774,0.004562853,0.001988554,0,0.001194055,0.003334588
Mff,1.801774652,1.879508519,1.488458339,1.568246188,1.539503958,1.461198894
Tm4sf20,0.000678144,0.000724942,0,0,0,0
Agfg1,0.31257973,0.306770148,0.334405481,0.324149545,0.359772943,0.308466827
Slc19a3,0.003476237,0.00689854,0.004591457,0.008070349,0.005710964,0.006685455
Ccl20,0,0,0,0,0,0.000168796
Wdr69,0,0.000681329,0.000931196,0.000886235,0.00058711,0.000485493
Sphkap,0.737709153,0.52208637,0.273597336,0.381100575,0.466924791,0.391057729
Gm6374,0.001055829,0,0.000749822,0,0,0.000282786
Pid1,0.002043738,0.002624064,0.009335654,0.007256201,0.009809739,0.001250344
Dner,0.01711914,0.008236537,0.005211558,0.002937709,0.011087674,0.008224026
Trip12,0.501067768,0.788474729,0.691165442,0.775103007,0.627232993,0.63680159
Fbxo36,0.030283916,0.068561697,0.067382141,0.061697395,0.063290506,0.05047317
Slc16a14,0.001799006,0,0,0,0,0.000611945
C130026I21Rik,0.001423332,0.003689947,0.001920205,0.001897315,0,0.000353613
Rpl19-ps1,0.206856344,0.170116279,0.221628731,0.216766868,0.271491146,0.197791631
A530032D15Rik,0,0,0.000351368,0,0,0
A530040E14Rik,0,0,0,0,0,0.000249035
Gm7609,0,0,0,0,0.000630511,0.000414333
Gm16026,0,0,0,0,0,0
Sp110,0.001135258,0.001869882,0.000704806,0.00264869,0.000909788,0.001387753
Sp140,0.016015613,0.028839755,0.008547097,0.014489629,0.009668614,0.014574032
Sp100,0.008875803,0.009682021,0.006274255,0.006126161,0.002329022,0.005620301
A630001G21Rik,0.000782856,0.003519745,0.000981526,0.00089032,0.000673444,0.004223674
Metazoa_SRP,0,0,0.000931821,0,0,0.000359811
Cab39,0.541764479,0.633392041,0.647640367,0.728714874,0.576399083,0.576119133
Itm2c,1.085250968,1.769717173,0.835349308,0.99092187,0.886852926,0.843445138
4933407L21Rik,0,0.000278708,0,0,0,0.000406058
2810459M11Rik,0,0.002480974,0.002807891,0.005083689,0.000432002,0.00431229
Psmd1,2.283096403,2.093523856,1.840470701,2.108079125,2.060424602,1.662987312
SNORA26.1,0,0,0.000181545,0,0,0
Htr2b,0,0,0,0,0,0
RP24-308M3.1,0.0010125,0.000509213,0.000292512,0.000450782,0,0.000135679
Armc9,0.0811974,0.073691196,0.101013871,0.097112283,0.096672207,0.075669793
B3gnt7,0.001002985,0.00631703,0.019269813,0.010755537,0.013093104,0.01227045
Gm5258,0,0,0.000279081,0,0,0.000485921
Ncl,6.105856436,5.19631779,13.24778116,8.816417352,10.25693129,11.558295
Snora75,0,0,0.000208385,0,0,0
C130036L24Rik,0.02483754,0.026020976,0.022222867,0.031924219,0.022286541,0.025335492
Ptma,12.39838892,11.02981161,28.70553684,22.24204722,26.66244896,15.62674514
Pde6d,0.956966367,1.002830597,0.796411628,0.814600661,0.803840483,0.852696727
Cops7b,0.297489168,0.307967126,0.379715922,0.362476724,0.39932257,0.335375661
Nppc,0.003172006,0,0.001385504,0,0.001566142,0.000762581
Dis3l2,0.066644651,0.075581241,0.057010313,0.077963164,0.077437202,0.061404598
Gm6136,0.301953681,0.285813243,0.340919629,0.351023891,0.380278722,0.376371076
Ecel1,0,0.000805117,0.000339655,0,0,0.000219134
Prss56,0,0.000646579,0,0,0,0
Chrnd,0,0,0,0,0,0
Chrng,0.001558897,0,0,0.000252139,0,0.000557624
Eif4e2,1.531721691,1.435224375,1.551717867,1.560578284,1.731916912,1.641577588
Efhd1,0.067006934,0.020902793,0.017751158,0.136108983,0.015033574,0.034660495
Gigyf2,0.342108763,0.336610899,0.369391601,0.421408156,0.381507409,0.327362902
Kcnj13,0.000775752,0.001546081,0.00143066,0,0.000399211,0.000160822
3110079O15Rik,0,0,0.001279999,0,0.000420311,0.000148374
Ngef,0,0.001606803,0.010638961,0.002623259,0.004251317,0.001090944
Neu2,0,0,0,0,0,0.000244988
Gm6153,0,0.000241932,0.00024224,0.000504806,0.000542685,0.000235273
Inpp5d,0,0.001020185,0.001124678,0.000811658,0.000674014,0.000784647
Atg16l1,0.150055619,0.147385458,0.118094185,0.141832748,0.109022963,0.1304347
5830472F04Rik,0.002491187,0.001336264,0.001398316,0.001721885,0.000724139,0.001084259
Sag,0.015592904,0.007546221,0.013171649,0.035384653,0.018164825,0.012718248
Dgkd,0.066577949,0.076970624,0.121831423,0.121140193,0.113705767,0.092674774
Usp40,0.116880702,0.139015646,0.121632689,0.161513354,0.136206998,0.146211863
Gm5832,0,0,0,0,0.001010656,0.000886346
Ugt1a7c,0,0,0,0,0,0
Ugt1a6a,0,0,0,0,0,0
Dnajb3,0.112496878,0.100236126,0.066833716,0.140079473,0.08504952,0.066879608
Heatr7b1,0,0,0,0,0,0
Hjurp,0.362337199,0.530303912,0.575211045,0.550421089,0.643807922,0.421492806
Trpm8,0,0,0,0,0,0.00065597
Spp2,0.002490308,0.001362264,0.002303959,0.000399081,0.001580898,0.00210239
Glrp1,0,0,0,0,0,0.00049727
Arl4c,0.099274914,0.083658677,0.131656484,0.326986364,0.187796445,0.116355831
RP23-299M19.1,0,0,0,0,0,0.000805138
Sh3bp4,0.148967052,0.131475645,0.108920463,0.207237361,0.091187336,0.126789314
Agap1,0.095403518,0.074462174,0.10922653,0.127254985,0.128638273,0.082736122
Gbx2,0.001283318,0.004826325,0.015415345,0.005269448,0.004237827,0.001273586
D130058E05Rik,0,0,0.003555479,0.005034577,0.003045495,0.000517333
Asb18,0.000663198,0,0.000600299,0,0.000949551,0.000137686
Iqca,0,0.000671057,0,0,0.001007616,0.000179501
Cxcr7,0.00226648,0.008425517,0.005779353,0.001199101,0.033863996,0.002443506
Cops8,1.795526526,1.810665649,1.99030489,1.858031398,1.921757428,1.776053215
Gm9991,0,0.0005789,0,0,0,0.000932598
Col6a3,0.001012978,0.003571627,0.00376016,0.003568428,0.004005088,0.004500194
Mlph,0,0.004073447,0.001639861,0.003536066,0.000845376,0.002288808
Prlh,0,0,0,0,0,0
Rab17,0.002263707,0.004853946,0.004953662,0.006284914,0.005156712,0.003642267
Lrrfip1,1.004916963,0.93289517,0.789751275,1.324812038,0.807720657,0.928960553
Rbm44,0.002838409,0.001158224,0.005072732,0.004776553,0.004189442,0.004362469
Ramp1,0.739641146,1.155315909,0.487308449,0.827757805,0.646074354,0.738586768
Ube2f,1.288424191,1.134050567,1.716308166,1.342588318,1.466053779,1.250709413
Gm7785,0.003618822,0.006981024,0.006703291,0.008656919,0.007228401,0.006170771
AC102874.1,0,0,0.000447489,0.000620985,0,0.000122383
Scly,0.216033677,0.20623867,0.152591047,0.181657072,0.123463808,0.173050157
Gm17090,0,0.000578628,0.00015094,0.000667219,0.001246699,0.000775213
Espnl,0,0,0.000922698,0.002833605,0,0.000353978
Klhl30,0.324887824,0.322069701,0.073913492,0.177749734,0.147719097,0.238749943
Fam132b,0.005403253,0.006362773,0.004216116,0.009403569,0.002063136,0.005942125
Ilkap,1.15587979,1.088338568,1.203203474,1.167327259,1.225665337,1.119573893
Hes6,0.670717085,0.69787071,0.418777119,0.615522676,0.574139138,0.568013301
Per2,0.006632845,0.015305489,0.011041337,0.017294392,0.005417267,0.014405536
Traf3ip1,0.095117304,0.079737853,0.097794976,0.104977774,0.124436589,0.088928643
Asb1,0.05003846,0.053650205,0.057621877,0.056905697,0.056371893,0.054195076
Twist2,0.013743453,0.034862009,0.048482822,0.07787552,0.187924911,0.02600071
Hdac4,0.004744728,0.004281747,0.00491989,0.016557879,0.008712757,0.007525484
Hdac4.1,0.027505678,0.028068461,0.03535968,0.05502661,0.042420144,0.02570283
AC109197.1,0.001564002,0,0.002710022,0.001347664,0.001125619,0.001028719
Ndufa10,2.80384555,2.787643737,1.978335308,1.998894426,2.250620079,2.697711453
Myeov2,1.326910885,1.256852586,1.182490298,1.042074892,1.270679631,1.09141093
Otos,0,0,0,0,0,0
Gpc1,0.030480875,0.03729427,0.038314332,0.022221163,0.057452895,0.033392268
Dusp28,0.07381923,0.069564332,0.038460427,0.056669061,0.05882632,0.050312074
AC119846.1,0,0,0,0,0.000558949,0.000446777
Rnpepl1,0.207010107,0.183572445,0.177369656,0.169103858,0.19091078,0.166272778
Capn10,0.156683696,0.115847377,0.186147239,0.15483798,0.208126624,0.10126726
Gpr35,0.003119621,0.001633965,0,0.002440885,0.002681327,0.002462123
Aqp12,0,0,0.000183137,0,0,0
Kif1a,0.029824036,0.035167149,0.015370215,0.019823505,0.018789049,0.011728087
Agxt,0,0.00529102,0.000259527,0,0,0.003705328
2310007B03Rik,0,0,0.000545829,0.000849258,0.000245738,0.000565082
E030010N08Rik,0,0,0,0,0,0
Sned1,0,0.002138916,0,0,0.003649461,0.000232297
Mterfd2,0.198004431,0.165752287,0.20156951,0.201401311,0.222588083,0.163593827
Pask,0.013981483,0.0253325,0.042407858,0.037977323,0.034160647,0.031128147
Ppp1r7,0.516562092,0.526880521,0.679456122,0.502666903,0.545520751,0.663793787
Ano7,0.000324173,0,0,0,0.000317593,0.000421547
Hdlbp,1.042530181,1.212162821,1.395455869,1.457412269,1.439197454,1.200922772
Gm17415,0.003139778,0.001830171,0.001964778,0.005631021,0.002764136,0.002452472
2-Sep,1.198213087,1.235433659,1.062069194,1.302043508,1.206037518,1.084917989
Farp2,0.024586257,0.015508997,0.009024736,0.011206631,0.01106211,0.01323066
Stk25,0.873784349,0.951165319,0.665391912,0.904646046,0.738396895,0.713883202
Bok,1.099307093,1.036514275,1.000474564,1.341091332,0.575963561,1.393455346
Thap4,0.231832463,0.255261936,0.224538795,0.239974277,0.215032308,0.300869569
Atg4b,0.36670874,0.394847228,0.405527369,0.420221246,0.376435757,0.360018156
Dtymk,1.710534559,1.707476709,2.929607838,2.058430213,2.438625499,2.311628837
Ing5,0.16156092,0.14334959,0.148778918,0.152601252,0.153937353,0.155451715
D2hgdh,0.045941569,0.061486765,0.042012369,0.051892857,0.050980159,0.039204904
Gal3st2,0,0,0,0,0,0.000152327
Pdcd1,0,0,0,0,0,0.000230559
Fam174a,0.32420718,0.461940432,0.397195506,0.493380233,0.425597209,0.388050396
Gm15427,2.571532729,2.288110393,2.859976232,2.833140287,3.269697696,2.91022638
St8sia4,0,0.000726901,0.001117699,0.001537638,0.00053088,0.001352182
Slco4c1,0,0,0.000223488,0,0,0
AC102484.1,0,0,0.000439344,0.000582288,0.000427248,0
Gm6430,0,0.001674892,0.002485084,0.001357107,0.003252356,0.001329205
D1Ertd622e,0.06048027,0.053957366,0.062848945,0.064072003,0.065166854,0.058462865
Ppip5k2,0.084734624,0.092040011,0.150370268,0.129023776,0.148987894,0.126715412
Gin1,0.132746025,0.126279064,0.100325742,0.123574164,0.111037763,0.108652441
Pam,2.889949622,1.790799999,1.007183547,1.220616595,0.870529805,1.901768493
7SK.10,0,0,0.000439482,0.000323659,0,0
Gm3531,0.183957167,0.139116056,0.162003839,0.188354216,0.216679024,0.176796731
B230216N24Rik,0.050568505,0.013750251,0.013582678,0.006532019,0.010287877,0.024988297
Gm3555,0,0,0.000442244,0.001791333,0.001611406,0.000958331
Gm7110,0.102362655,0.105144756,0.089149594,0.131331417,0.169261794,0.084917645
Cdh20,0.000513421,0.004301937,0.002803437,0.004259065,0.000427653,0.011285987
Rnf152,0.002609817,0.001094882,0.002329344,0.007393776,0.001935858,0.003396672
