,Atrial,AVC,EMP,OFT,SV,Ventricle
Gm5134,0.003780679,0,0.000997309,0.000979308,0.000203138,0.000858637
Gm16219,0,0,0.000379278,0,0,0
Zfp280b,0.14780018,0.162904462,0.210641571,0.170571732,0.214374064,0.141928635
Slc5a4b,0.001893928,0.004549988,0.004420249,0,0.007779927,0.000221536
Gm16222,0.003677564,0,0.00243649,0,0.003432212,0
Slc5a4a,0,0,0,0,0,0
Prmt2,0.530063604,0.534807318,0.425496527,0.450512071,0.558227452,0.338575419
S100b,0.005177627,0.002091436,0.000498643,0.003261167,0.001143683,0.001178601
Dip2a,0.05375801,0.038479917,0.019591261,0.030045867,0.036372782,0.031220586
Pcnt,0.148844835,0.233915385,0.297223721,0.261163739,0.305749902,0.212004834
2610028H24Rik,0,0,0,0,0,0
Ybey,0.05773639,0.044165199,0.057830195,0.047430508,0.044671196,0.045435549
Mcm3ap,0.068536374,0.069413961,0.068793106,0.092364941,0.107757182,0.066643611
Lss,0.070053933,0.066794937,0.0732138,0.051864981,0.102327264,0.049101886
1700027D21Rik,0.001001698,0.001221641,0,0,0.001357911,0
Ftcd,0.32529876,0.249308149,0.168192394,0.104219118,0.139266944,0.182069589
Col6a2,0.060914587,0.053705029,0.030422049,0.024491893,0.067985362,0.026474083
Col6a1,0.042424337,0.029209193,0.029470036,0.024013318,0.045315474,0.01856082
Pcbp3,0.076700133,0.048288614,0.079665224,0.099828079,0.061171676,0.046669825
Slc19a1,0.072706265,0.044188115,0.091943928,0.060135535,0.077705956,0.092593918
Col18a1,0.301243972,0.579259846,0.728419558,1.041863378,0.677304526,0.390122693
Gm10941,0.029585794,0.022670865,0.008160881,0.015692329,0.016985387,0.012161473
Pofut2,0.695352487,0.647739042,0.600603961,0.689332473,0.664966176,0.552273043
Adarb1,0.019942494,0.026536802,0.019120491,0.021553345,0.034083381,0.024679179
1810008A18Rik,0.29403332,0.289329594,0.350724344,0.311232378,0.371099781,0.290060681
AC153830.1,0,0.000590246,0.000363444,0.000945196,0,0.000149677
Itgb2,0.001356761,0.005024582,0.002225612,0.00150059,0.000210494,0.002928129
Pttg1ip,0.500742965,0.504995661,0.311990335,0.467418671,0.36388493,0.30982335
Sumo3,1.936828957,2.030343243,2.325554202,2.47437407,2.605198415,2.100124502
Ube2g2,0.554184872,0.440299572,0.48687127,0.472787973,0.483716637,0.445765035
Tspear,0.000493456,0,0.001208693,0.002467809,0.001382154,0.000430265
Lrrc3,0.006222789,0.006089026,0.012482278,0.012959571,0.008150906,0.010435067
Trpm2,0.001724262,0.008660197,0.005137653,0.015068264,0.000682695,0.011639033
1810043G02Rik,0.196417264,0.19335847,0.183089231,0.198015098,0.186288019,0.15687446
Pfkl,2.212801652,2.125690251,2.29530375,2.867782866,1.835453522,1.908877581
Aire,0.002758929,0.007696771,0.001764016,0.00219752,0.001430789,0.003493187
Dnmt3l,0,0.000775116,0.001203285,0,0.000370315,0.000215618
Icosl,0.001514111,0.00220715,0.001307389,0.002413363,0.002833731,0.003747082
D10Jhu81e,0.736789119,0.732598704,0.438109365,0.392533848,0.500464484,0.590965493
Pwp2,0.054940595,0.045344406,0.075954066,0.067146955,0.069814128,0.068616142
Trappc10,0.053877161,0.066885779,0.057573335,0.077407183,0.073385125,0.061933501
Agpat3,0.133161219,0.126496111,0.098381914,0.142027929,0.128718027,0.118272574
Gm10146,0.061821466,0.03991584,0.068234479,0.060040441,0.06318541,0.066862903
Rrp1,1.849105956,1.822084328,2.051957641,2.110323809,2.025004762,1.910574
Cstb,0.880202794,0.836716925,0.970812519,0.914928423,0.967465196,0.812771233
Pdxk,0.031845661,0.022987088,0.025504099,0.01790171,0.034476459,0.0428956
Gm9978,0,0.000510179,0,0,0,0
Ilvbl,0.148032958,0.202454181,0.094801979,0.205955192,0.126027994,0.137899524
Syde1,0.049856705,0.043776384,0.048051685,0.078210167,0.073883018,0.046726733
Ccdc105,0.000944488,0,0,0,0.000427248,0.000549603
Slc1a6,0.000797944,0.001217071,0.004738853,0.005000472,0.008122973,0.002807937
2610008E11Rik,0.066517624,0.1051117,0.074639878,0.112291227,0.105172428,0.061809224
Ppap2c,0.138443771,0.253020808,0.125177027,0.102053267,0.138368115,0.19509112
Mier2,0.004285405,0.004388695,0.002116308,0.005335141,0.002577629,0.004408871
Theg,0,0,0,0,0,0
C2cd4c,0.00473506,0.004292852,0.000363568,0,0.003805229,0.001638302
Shc2,0.038858368,0.052842812,0.071798238,0.061739964,0.086471869,0.04055511
Madcam1,0,0,0.000325175,0.000405367,0,0
Tpgs1,0.450940006,0.481788892,0.333425604,0.469231632,0.433304474,0.395650103
Cdc34,1.50280245,1.65715946,2.079013264,1.725918116,1.992336303,1.899858427
Gzmm,0.004150034,0.00558097,0.002470766,0.004339301,0.002328127,0.006092081
Bsg,10.64110425,11.7940041,8.53829381,10.83771282,7.73374458,10.73682947
Hcn2,0.002532821,0.001423088,0.000383112,0.001073921,0.000938084,0.001409209
Polrmt,0.064339998,0.047863974,0.056437571,0.05275165,0.058510337,0.064165349
Rnf126,1.020593859,0.976742062,1.31832594,1.308534837,1.2187616,1.146835296
Fstl3,0.01959212,0.012788984,0.015090686,0.028264097,0.017404078,0.021166781
Prss57,0,0,0,0,0,0
Palm,0.145480599,0.117873663,0.10293627,0.137640662,0.249610517,0.057924418
9130017N09Rik,0,0,0.001786936,0,0.002727873,0.00130626
E130317F20Rik,0.063442436,0.074860363,0.08134019,0.094824756,0.101416988,0.061480635
Ptbp1,0.227884555,0.200657999,0.538261706,0.537197927,0.547816949,0.286244317
BC005764,0.02443894,0.021128274,0.016518137,0.057940822,0.057019378,0.0094267
Gm17134,0.000400563,0,0.000418614,0,0.000647569,0.000467772
Prtn3,0.005989718,0.012570336,0.006617857,0.012528373,0.017408484,0.002883448
Cfd,0,0,0,0,0,0
Med16,0.176403879,0.164987992,0.125314335,0.175636331,0.195239316,0.155070374
R3hdm4,0.338974146,0.447707592,0.376443749,0.436581981,0.435024434,0.342532408
PPP4R2,0,0,0,0,0,0
Kiss1r,0.002369949,0.003447541,0,0.001371735,0,0.000808428
Arid3a,0.365521956,0.415080054,0.392580477,0.714051924,0.550509233,0.35402434
Wdr18,1.050869639,0.991973516,1.464651515,1.052032669,1.255491347,1.45874476
Grin3b,0,0,0,0,0,0
ORF61,0.176825017,0.147371693,0.136350672,0.173460435,0.173765697,0.170725812
Cnn2,8.339613452,7.528793138,6.080658951,8.563092798,6.428497302,6.438268496
Abca7,0.010480795,0.015535199,0.005965945,0.011541986,0.016019458,0.011147219
Hmha1,0.039698081,0.039510703,0.066688483,0.044602598,0.069306393,0.043720804
Polr2e,1.922728215,1.780483711,2.440347412,2.122517003,2.442055407,2.216037486
Gpx4,10.29281781,9.855045726,7.492131081,8.056331234,8.224259606,8.782303049
Sbno2,0.008420876,0.005142942,0.002721073,0.006207805,0.006495086,0.002727791
Stk11,0.593380095,0.616044871,0.752013422,0.636918642,0.685243282,0.667282658
Dos,0.036065801,0.01869705,0.026330002,0.06369299,0.022884486,0.026006254
Atp5d,9.143792682,8.446302094,5.888141107,5.426647786,6.443634958,8.207225267
Midn,0.402049378,0.482173967,0.577323085,0.602446321,0.665873315,0.422832613
Cirbp,1.266358633,1.552928782,0.937134546,1.573396602,1.138312608,1.335082142
1600002K03Rik,0.126356781,0.126680552,0.123457779,0.097519179,0.141179171,0.117761232
Efna2,0.100228779,0.109966704,0.133135174,0.167397447,0.246534709,0.080605419
Mum1,0.29850709,0.273387006,0.480847275,0.400310317,0.422197447,0.33993544
Ndufs7,3.311386627,3.13635812,2.436703345,2.118761577,2.40594376,3.860330135
Gamt,0.853016008,0.906564808,0.294210961,0.508615757,0.524602278,0.842559546
Dazap1,2.428326884,2.331656453,2.654141341,2.507621591,2.594656845,2.688513629
Rps15,11.51169653,11.18348087,16.11670275,12.86477839,15.4224739,14.29717953
Apc2,0,0.000713829,0.000981439,0.002213332,0.001311845,0.000498457
2310011J03Rik,0.433984897,0.418898265,0.458430731,0.42966142,0.476991205,0.392861782
Pcsk4,0.003594345,0.001953897,0.000485964,0.00535073,0.00298216,0.001940472
Reep6,0.038634638,0.018370107,0.011355713,0.003957593,0.022420596,0.01860199
Adamtsl5,0,0.000617775,0.001115951,0.001185866,0.00055682,0.001952645
Plk5,0,0,0,0.000932168,0,0.000669386
Gm15124,0,0,0,0,0.000603994,0
Mex3d,0.041562728,0.049630783,0.055853494,0.071659443,0.072196829,0.031406916
Mbd3,2.174106304,2.05017492,2.680635338,2.597181804,2.856388823,2.495521278
Uqcr11,4.715368239,4.509388118,3.097754433,2.575682924,3.214353491,4.33868916
Tcf3,0.736061023,0.721052472,1.264248456,1.188708133,1.425584448,0.751343003
Onecut3,0.000721362,0.001122214,0.000911391,0,0,0.001605385
Atp8b3,0.007198631,0.009454658,0.005545736,0.00594144,0.006974139,0.005540249
Rexo1,0.376984628,0.418958957,0.516778273,0.505841078,0.592434656,0.42263677
Klf16,0.06115768,0.044903093,0.055558272,0.055378724,0.054917214,0.061104216
AC152058.2,0,0.006855444,0.003819681,0.001809889,0.003162428,0.002232234
Fam108a,0.962135435,1.008044017,1.011574068,1.02167253,1.07911643,0.968436996
Adat3,0.049867232,0.049324306,0.062391261,0.064564544,0.077881273,0.061785937
Scamp4,0,0.000425687,0,0.000523761,0,0
Csnk1g2,0.289342282,0.28001385,0.324339527,0.3628224,0.405054848,0.269245975
Btbd2,0.698051518,0.599719812,0.613372987,0.71108082,0.780840091,0.593125128
Mknk2,0.178069927,0.219826959,0.282070727,0.227406842,0.324886102,0.192801467
AC152410.1,0.001665473,0.001677564,0.003564768,0.006029651,0.004255661,0.004746937
Mob3a,0.22312377,0.225415966,0.240044353,0.297765842,0.235676311,0.176891473
Izumo4,0.025263124,0.030729081,0.014757574,0.02403096,0.02568329,0.022926485
Ap3d1,0.223088548,0.210578815,0.239847303,0.238462523,0.25037911,0.183143751
Dot1l,0.149654482,0.215045006,0.197341253,0.225788503,0.209865014,0.216534001
Plekhj1,1.059368376,1.147805979,1.396440852,1.319831193,1.390679326,1.316386475
Sf3a2,0.324224334,0.343844529,0.362484895,0.419155836,0.484539935,0.41624675
Amh,0.000602586,0.003107827,0.002411304,0.001285629,0.000995359,0.002919409
Jsrp1,0.302720811,0.257480227,0.097589128,0.133897877,0.074393196,0.297757655
Oaz1,19.36681806,19.90620274,20.20526922,16.83580893,20.54325343,17.27274908
Lingo3,0,0.00087456,0.0002655,0,0,0.001046588
Lsm7,0.701117526,0.548234501,0.782228333,0.689110216,0.774179595,0.738133079
Sppl2b,0.080241255,0.056813511,0.055760185,0.069535174,0.069951836,0.05598436
Tmprss9,0,0,0,0,0,0
Timm13,3.685223716,3.36571969,3.639260393,3.126672647,3.708046521,4.03217636
Lmnb2,0.154065559,0.137229928,0.233156864,0.194303071,0.211124483,0.168570789
Gadd45b,0.19941822,0.190394038,0.154116172,0.36275473,0.182879413,0.219900241
Gng7,0.004908753,0.002166624,0.002392122,0.003407616,0.001619256,0.00204501
Gm3828,0,0,0,0,0,0
Diras1,0,0,0,0,0.000293989,0
Gm16099,0,0,0,0,0,0.00029866
Slc39a3,0.016472494,0.02307228,0.019370665,0.034878767,0.037335447,0.021484251
Sgta,1.293341717,1.080989067,1.130411704,1.170816944,1.283423092,1.058344883
Thop1,0.315239586,0.2600745,0.507642248,0.371926138,0.49982201,0.411197091
Creb3l3,0,0.001057043,0,0,0.001819244,0.001100398
Map2k2,2.548713957,2.593081197,2.769103644,2.661417957,2.925486922,2.273834463
Zbtb7a,0.145573929,0.167058805,0.155985921,0.146878381,0.177243999,0.141410976
Pias4,0.455369238,0.495794612,0.496525867,0.517509879,0.562054895,0.441070442
Eef2,6.655619134,7.266920026,8.94982763,8.080474467,8.986968098,7.963193866
4930442H23Rik,0,0,0.000207092,0.002143672,0,0.000370466
Dapk3,1.000532338,1.021979251,0.845648665,1.374874981,0.93929583,0.968129602
2310050B05Rik,1.426522548,1.476075583,0.412535889,0.723798995,0.404386352,0.987277781
Nmrk2,0.008965307,0.011283049,0.001106629,0.003974055,0.001204411,0.004680222
Atcay,0.002516607,0.000827062,0.000453058,0.001312519,0.000473621,0.000439
Metazoa_SRP.3,0,0,0,0.000524589,0.000449668,0
Zfr2,0.018824377,0.019998441,0.006770091,0.015511453,0.010710602,0.009219517
Matk,0.00092686,0.00411492,0.000633348,0.001677539,0.000882608,0.004029473
Mrpl54,2.722600165,2.577819805,2.358819442,2.307090299,2.385631129,2.608474139
Apba3,0.151054411,0.170855328,0.179846032,0.154889445,0.139577279,0.149225817
Tjp3,0.005725427,0.006845611,0.001336681,0.003668497,0.004022296,0.003238403
Pip5k1c,0.068786302,0.069824007,0.077940115,0.077417624,0.071456295,0.06839287
Gm16315,0,0,0,0,0,0
Cactin,0.223271288,0.20871645,0.295391873,0.238265484,0.307417749,0.243552884
Tbxa2r,0.130390159,0.092957,0.018270553,0.040851007,0.03374437,0.070922292
Hmg20b,0.977682166,1.079386137,0.873993132,0.900723769,1.049972734,0.884671258
Mfsd12,0.081289842,0.083277178,0.032703931,0.030218454,0.03699377,0.05567952
4930404N11Rik,0.005125015,0.008781798,0.008622263,0.008902258,0.008562353,0.006495702
Fzr1,0.697565338,0.747696606,0.702129653,0.729547932,0.729458957,0.616290219
Dohh,0.824938062,0.853548419,1.000200985,0.800595591,0.956463079,0.966484306
2210404O07Rik,0.003626852,0.011992454,0.004690301,0.006207901,0.008476687,0.005100871
Nfic,0.047079289,0.07349444,0.019858195,0.041427288,0.041258496,0.034446021
Gm16104,0.006025685,0.003703716,0.000608742,0.004336081,0.00285078,0.000954353
Celf5,0.000715296,0.001885009,0.002935658,0.001207091,0.000953276,0.000510193
Gm16105,0,0,0,0,0,0
Ncln,0.27914853,0.244402439,0.286264961,0.300088928,0.312343467,0.273609163
S1pr4,0,0.00150954,0,0,0,0
Gna15,0.003004586,0.003085362,0.002704981,0.001220246,0.000979141,0.006501037
Gm16106,0.001151695,0.000551199,0.001098131,0.00312058,0.00153946,0.000978882
Gna11,0.499980546,0.483022177,0.726472834,0.563117063,0.626077209,0.55140186
Aes,0.644394072,0.725987054,0.21193508,0.518898422,0.357340003,0.526478511
Tle2,0.044420445,0.043727435,0.010752255,0.03945941,0.015710458,0.021575142
Tle6,0.06052347,0.112766063,0.048358498,0.120116428,0.02623486,0.103656531
BC025920,0.028665114,0.030142949,0.024934134,0.031912709,0.030064973,0.019947495
Sirt6,0.146321319,0.143701472,0.181563228,0.183154465,0.173716036,0.133748377
Ankrd24,0.164433111,0.185837942,0.074479447,0.128407285,0.103322762,0.191518667
Gm4767,0,0,0,0.000787945,0,0.00040997
AC167202.1,0.004285433,0.00952085,0.016139235,0.009142956,0.006836331,0.009739508
ZFP873,0.014995138,0.016715974,0.015086374,0.016281935,0.020405267,0.015346168
Gm4767.1,0,0,0.001056592,0,0,0.000453823
Zfp873,0.025810137,0.030714982,0.025730551,0.035511347,0.032978898,0.024533526
AU041133,0.022062781,0.021015084,0.021953407,0.032282296,0.026130989,0.023855112
Gm15608,0.000698688,0.001726563,0.001990892,0.003850194,0.002235005,0.000573803
Zfp938,0.17703403,0.153406732,0.141054379,0.162222729,0.164492265,0.151092924
Gm4924,0.013976139,0.017961712,0.019022082,0.019648857,0.020420984,0.015174696
AC153939.1,0.007962594,0.008000916,0.005483129,0.00839793,0.007084675,0.009546409
1190007I07Rik,0.274190391,0.236187137,0.228900672,0.216741927,0.193406602,0.353992836
Tdg,0.780255363,0.787228571,0.990384359,0.894527818,0.968737429,0.753252668
Glt8d2,0.002314628,0.003893072,0.001544677,0.002289974,0,0.001855047
Hcfc2,0.23087063,0.269277884,0.121704327,0.166089407,0.122780687,0.181543391
Nfyb,0.387754849,0.459803939,0.711604551,0.561635546,0.60916199,0.459241172
1700028I16Rik,0,0.00084278,0,0.000915499,0.000630613,0
Txnrd1,0.763015131,0.691320091,1.27114069,0.935668454,1.331267712,0.921179899
Gm4799,0.213517185,0.166758789,0.180267002,0.194462744,0.185737052,0.177211873
Chst11,0.003743525,0.002612552,0.004303732,0.002547526,0.010585714,0.009991114
Slc41a2,0,0,0,0.002789401,0.000715134,0.000132403
D10Wsu102e,0.117751864,0.133413586,0.238112908,0.221853466,0.263789912,0.224071109
Aldh1l2,0.002077537,0.009524745,0.002721086,0.004751062,0.004420567,0.003441346
A230046K03Rik,0.185836875,0.225159023,0.204342546,0.234383726,0.207919153,0.183647478
Appl2,0.11205669,0.163162985,0.065571688,0.059709447,0.114251094,0.078362461
1500009L16Rik,0.323117671,0.588225494,0.472915918,0.495121211,0.501848592,0.311147248
Nuak1,0.046329269,0.088299264,0.093579038,0.307088778,0.069160754,0.074479981
4930463O16Rik,0,0,0.000364203,0,0,0.000791376
Ckap4,1.254327746,1.618370219,1.222984086,1.976074576,1.591535319,1.135194905
AC140333.1,0,0,0,0,0,0
Tcp11l2,0.056040286,0.081239494,0.014109121,0.03117525,0.022290738,0.025253537
AC140333.2,0.009865548,0.010433251,0.012911776,0.017475481,0.015445489,0.007520764
Polr3b,0.103146667,0.104491541,0.101659086,0.116727241,0.103148535,0.090853122
Rfx4,0.00591294,0.000229503,0.005311124,0,0.004065164,0.000523095
Ric8b,0.133250095,0.096234922,0.070549656,0.094448036,0.130769862,0.074707179
Fhl4,0.01007218,0.015162655,0.009231397,0.007336485,0.010292135,0.013795169
AI597468,0.331554625,0.303073352,0.428604506,0.442431146,0.465899552,0.199633247
Mterfd3,0.163191456,0.138354987,0.091624117,0.104346131,0.11848251,0.101841453
Cry1,0.135789494,0.156804815,0.226463443,0.201547782,0.186511257,0.158618634
Gm8394,0.061135531,0.046209649,0.047356126,0.054115366,0.065392409,0.055802303
Btbd11,0.001946408,0.001166823,0.002971848,0.002421667,0.002855386,0.002331452
Pwp1,0.33310301,0.244806936,0.454623928,0.365710626,0.38987619,0.393412278
Prdm4,0.107730664,0.082419064,0.115400823,0.114479177,0.121544435,0.106764889
Ascl4,0,0.000551199,0.000633592,0,0.000497403,0
D10Wsu52e,1.040874684,0.9072794,1.164279022,1.026439616,1.289834607,1.017388736
Bpifc,0,0,0.000189176,0.000738652,0,0
Fbxo7,0.084614658,0.074084801,0.060982856,0.066850798,0.065109927,0.086926281
Syn3,0.002528198,0.004274437,0.000969758,0.001623551,0.002656283,0.00085421
Timp3,0.328853476,0.251137374,0.06332273,0.14826976,0.201385759,0.122255963
AC152453.2,0.034304813,0.025451617,0.026304696,0.028246132,0.029851849,0.033667728
Hsp90b1,9.51488838,9.063946245,10.69083883,12.27292934,11.53519096,8.367426439
Gm15344,0,0,0.000263936,0.002336138,0.002035564,0.000649839
BC030307,0.011764831,0.011264226,0.005831981,0.009311633,0.005750174,0.006138095
Fabp3-ps1,0.08879905,0.104462954,0.033277742,0.048322357,0.036666348,0.095104775
Nt5dc3,0.014566338,0.016606682,0.012422724,0.008704658,0.008798481,0.015752272
Gm16268,0,0,0.000281217,0,0.000653928,0
Stab2,0,0,0.001982956,0.003018758,0,0.000125282
Gm16269,0,0,0,0,0,0
1700113H08Rik,0,0.000537949,0,0,0,0.000282569
Ascl1,0,0.003542902,0.000828947,0,0,0.000314167
Pah,0,0,0,0,0,0
Gm16176,0,0,0,0.001125294,0,0
Igf1,0.030215702,0.007905741,0.008489827,0.044419295,0.039286202,0.005606849
Pmch,0,0,0,0,0.000362113,0
Parpbp,0.052946871,0.078878459,0.114448828,0.099162711,0.102818816,0.085917503
Nup37,0.461539789,0.471961708,0.638138593,0.483241159,0.608815398,0.546970149
Ccdc53,0.458975193,0.476441672,0.521530745,0.485898162,0.481984932,0.46719431
Dram1,0,0.000628356,0.000843039,0.000522595,0,0.000594624
Gnptab,0.02068531,0.020438905,0.024046837,0.026362254,0.024973477,0.024482311
AC125486.1,0,0,0,0.000946189,0,0
Chpt1,0.263695837,0.303688588,0.178977904,0.480125155,0.243692331,0.226724893
Sycp3,0.001903846,0.003433667,0.004557807,0.00424324,0.00356267,0.003344141
Mybpc1,0.000435057,0.00139843,0.000585608,0.037557014,0.002038382,0.000732111
Gm4925,0.005092431,0.00201808,0.002704287,0.003004333,0.001764121,0.001727813
Arl1,1.639977904,1.719257335,1.910408807,1.819700331,1.918828581,1.491786525
Utp20,0.08993484,0.063146931,0.118989312,0.100583046,0.107308256,0.134543558
Slc5a8,0.002145351,0.000281901,0.001218365,0.002302557,0.000730103,0.001008164
Ano4,0.035527982,0.039770158,0.012341181,0.01397561,0.019024291,0.028002665
AC122283.1,0,0.000353682,0.001127134,0,0.001114571,0.000846336
Gas2l3,0.176066312,0.192898676,0.157913641,0.192531783,0.179041108,0.218141696
Nr1h4,0,0,0.000941495,0.000454636,0.000236546,0.000281386
Slc17a8,0,0,0,0,0.001004256,0
Scyl2,0.100815352,0.097201336,0.10934153,0.110206455,0.120627065,0.093573475
AC130216.2,0.008920546,0.003886937,0.000145398,0.000442655,0.003142809,0.001609865
Actr6,0.400311103,0.410392633,0.391659527,0.365004302,0.340071546,0.416647324
Uhrf1bp1l,0.063280686,0.074681055,0.085350077,0.101910477,0.099373775,0.070605437
Anks1b,0,0,0.000212466,0,0.000832456,0
Apaf1,0.046797971,0.096746508,0.057380134,0.087890958,0.094772178,0.05709101
Ikbip,0.379649158,0.350820741,0.215091689,0.404228231,0.311925932,0.233684746
Slc25a3,10.14716533,9.883600922,6.637837047,5.66240214,7.498246862,8.834131663
Tmpo,1.778496198,2.059011997,2.683289828,2.251541378,2.5878749,2.137077911
AC140410.1,0,0.000605509,0.000243614,0.001938446,0.002500011,0.001645273
AC125204.2,0,0,0.003157436,0,0.001285589,0
AC125204.1,0,0,0.000704281,0,0,0
Nedd1,0.300781194,0.368539548,0.264932353,0.332355347,0.248123429,0.361647355
Gm872,0.001376498,0,0.002434909,0.00044089,0,0
Cdk17,0.082847529,0.075399866,0.05459623,0.105220217,0.051671412,0.072243665
Mir1931,0.003737174,0.00386497,0.00400259,0.008454543,0.007250521,0.003861984
Elk3,0.010640169,0.015940857,0.012092552,0.017416136,0.013370121,0.012136745
Lta4h,0.420888441,0.720203239,0.873952438,0.888006633,0.760453473,0.961981663
Hal,0.001307819,0,0.000492055,0.001200476,0,0.000775502
Amdhd1,0.001094055,0.001476227,0.003356609,0.000884584,0.004233272,9.42E-05
Ccdc38,0.001525673,0.000634548,0,0,0.000423444,0.000247524
Snrpf,2.085000253,1.541933824,2.861853433,1.955542843,2.75931153,2.437567377
4933408J17RIK,0.000837295,0.001340148,0.00076792,0.000676172,0.001005949,0.001563685
Ntn4,0,0,0.001598658,0.001551571,0.002273551,0
Gm8580,0.000319757,0.003535822,0.003087252,0.001236603,0.002163386,0.001956461
Gm15915,0,0,0,0,0,0.000417387
Gm15963,0,0,0.000710523,0,0,0
Gm3571,0.477448149,0.41593436,0.197342388,0.204919204,0.328417687,0.247179634
Usp44,0.00064875,0.000433957,0.004131941,0.001290539,0.001828988,0.000927544
Metap2,3.448622603,3.062543546,3.778564754,3.203705132,3.270438503,3.69219465
Vezt,0.154438386,0.195749322,0.182201547,0.230641611,0.177338146,0.152885266
Fgd6,0.030090133,0.038346394,0.034755686,0.054893496,0.022600493,0.029946174
Nr2c1,0.083403611,0.09551452,0.07628961,0.092703343,0.089157232,0.078155153
Ndufa12,2.423082385,1.955398572,1.419423883,1.28085741,1.58777307,2.032163071
Gm4792,0,0.000616957,0,0,0,0.000175051
Tmcc3,0.082261845,0.128980182,0.060650201,0.069618429,0.05394055,0.065630588
Gm16154,0,0,0,0,0,0
AC153506.1,0.009849599,0.017994921,0.010903389,0.019180879,0.018146939,0.010998873
Ccdc41,0.181143386,0.225331315,0.312943316,0.30327233,0.332787478,0.296526712
Plxnc1,0.000324173,0.011548929,0.004363466,0.004882306,0.002483889,0.00336764
Metazoa_SRP.4,0.006300137,0.010067989,0.003199486,0.001214705,0.001492488,0.002612034
Cradd,0.10023812,0.12848063,0.070062645,0.09543315,0.093930937,0.101688451
Socs2,0.111744476,0.324624917,0.195405866,0.288479017,0.118597455,0.1738705
AC167222.1,0,0.000733152,0.00034,0,0,0.000416701
Mrpl42,4.900793195,4.540255906,3.724548135,3.047728019,3.355316396,5.819902411
Ube2n,4.56778596,4.345240418,4.752469222,4.673440073,4.768027018,4.68607077
Nudt4,0.751760515,0.575886681,0.55524598,0.511830289,0.57670706,0.717096874
Gm6843,0,0.000433724,0.000475015,0.000598234,0,0.000615956
4732465J04Rik,0,0.000637858,0.000251221,0,0.000481513,0
Eea1,0.452239673,0.451775254,0.300403108,0.427187431,0.331835138,0.458541673
AC115970.1,0.001719947,0.002622936,0.00115634,0,0.002126926,0.001930409
GM20091,0,0,0,0,0,0.000141219
Btg1,1.900672273,1.536254524,1.871638605,1.096905179,2.480668618,0.855587502
Dcn,0.003611829,0,0.011129681,0.006213815,0.020161968,0.001361086
Lum,0.002006961,0.001171612,0.027757985,0.016681685,0.026363257,0.002725679
Epyc,0,0,0,0,0,0
4921510H08Rik,0,0,0,0.001266233,0,0
Atp2b1,2.003027792,2.500275746,1.633698454,2.305176389,2.401795026,1.824796037
Poc1b,0.073996436,0.094754006,0.137908688,0.132719117,0.132485047,0.090472851
Galnt4,0.012360054,0.053930876,0.032730149,0.021323504,0.024555297,0.034782787
Dusp6,0.643295443,0.596850207,0.540033779,0.796623866,0.51736467,0.348568543
B530045E10Rik,0.000400563,0.001560111,0.000416822,0.000304462,0,0.000330994
Gad1-ps,0,0,0,0,0,0
Csl,0.007901984,0.005039892,0.005480475,0.00221593,0.006444567,0.006125195
Kitl,0.106908789,0.321246129,0.202547249,0.16255377,0.906242363,0.181299295
Tmtc3,0.121092113,0.144820116,0.136086497,0.159776772,0.160065375,0.113777838
Cep290,0.135338149,0.128649375,0.201031055,0.211185917,0.211815832,0.128218949
4930430F08Rik,0.156396285,0.143300646,0.131024809,0.155348739,0.125671463,0.127400434
Mgat4c,0,0,0.000391383,0.00069487,0,0
Nts,0,0,0.000620892,0,0,0
Rassf9,0,0.000546817,0.003462933,0.001637345,0,0
Alx1,0.152571071,0.032750477,0.047808966,0.063530472,0.121680394,0.016692512
Gm17028,0,0,0,0,0,0
Lrriq1,0.001992593,0.001164946,0.001904786,0.001005369,0.004839676,0.001201083
Slc6a15,0.001074622,0,0.00369111,0.000310813,0.002196795,0.002126988
Tmtc2,0.029369008,0.02514945,0.013274976,0.030565891,0.033351216,0.025218802
Gm15666,0,0,0,0,0,0.000194123
Gm15663,0.003921041,0.001382392,0.002436044,0.000912148,0.00492131,0.001009982
Mettl25,0.02920323,0.042281194,0.036441827,0.047846461,0.050756214,0.045060075
Ccdc59,1.082940613,1.027358486,1.259862718,1.139209213,1.23270289,1.077468077
Rps15a-ps1,0.004994988,0.002770138,0.002969065,0.003806047,0.003563455,0.004485805
Ppfia2,0,0,0,0,0,0
Acss3,0.004626879,0.009427445,0.004993374,0.007781194,0.008610927,0.004755385
Lin7a,0.019634949,0.004873115,0.006266896,0.014699303,0.041403746,0.001268557
Myf5,0,0,0.000385844,0.000534672,0.000771437,0.000141771
Myf6,0.000513421,0,0.000281142,0,0.000340832,0.000160353
Ptprq,0,0,0,0,0,0
Otogl,0,0,0,0.000820095,0,0
Ppp1r12a,1.42209201,1.475244387,1.195491871,1.894209243,1.514008386,1.112159437
Pawr,0.533376284,0.497731652,0.566903738,0.873442501,0.672425568,0.584614975
Syt1,0.012321309,0.036816904,0.004826776,0.01628893,0.011869636,0.024524544
Nav3,0,0.001660325,0.001006839,0.001157553,0.004372998,0.000127088
E2f7,0.049838253,0.060006526,0.081678019,0.096538186,0.110587657,0.077930232
Csrp2,34.17350415,25.79146559,16.58512849,18.30770953,18.17013973,16.26660395
Zdhhc17,0.067535118,0.118363486,0.067174258,0.116502923,0.091070408,0.088176075
