,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
Gm15338,0.00129714,0,0,0,0,0,0
3100003L05Rik,0,0,0,5.64E-05,8.08E-05,0,0
Gm6252,0,0,0,0.000372109,0,0,0
4933440M02Rik,0.000261262,0,0,0.00028273,0,0,0.000799189
Jmjd5,0.037108733,0.037543429,0.039509816,0.043125112,0.019852646,0.058326411,0.053605118
Nsmce1,1.325877534,1.262635743,1.045069172,1.189819348,1.310619663,0.934969416,1.015587807
Il4ra,0.054954107,0.002379797,0.002035319,0.00338993,0.002199717,0.001982787,0.009438838
Il21r,0.000791987,0,0,0,0.000248289,0,0
Gtf3c1,0.186228678,0.232151026,0.262425054,0.2616953,0.204497277,0.231414397,0.248751372
D430042O09Rik,0.013797111,0.017461397,0.025455366,0.021989685,0.013466747,0.018726761,0.022823317
Gsg1l,0.000830986,0,0,0.000144073,0.006068206,0.000125652,0
Xpo6,0.247220237,0.250828169,0.299298578,0.256407435,0.143656272,0.268832784,0.309182326
Gm17137,0.000944665,0,0,0,0.0001801,0.000155651,0
Gm17136,0.000138767,0,0,0.000169113,0,0.000231519,0
Sbk1,0.057980561,0.137496756,0.050640777,0.16942663,0.048275282,0.107593674,0.11370487
Gm10155,0.013042176,0.011348993,0.009623388,0.018856313,0.014356207,0.023169724,0.017057527
Lat,0.197422658,0.001514276,0,0.002443559,0.001288925,0.001094929,0.001010179
Spns1,0.500173858,0.40677143,0.526744757,0.413021403,0.45048299,0.445455278,0.44068468
Nfatc2ip,0.124299146,0.064394998,0.066105191,0.128681046,0.101300483,0.133849842,0.160303739
Cd19,0.000665367,0,0,7.79E-05,0,0,0.000248263
Rabep2,0.261626861,0.163937264,0.109854199,0.128912604,0.111407448,0.152711402,0.133056617
Atp2a1,0.0017024,0.000590614,0,0.004035577,0.069270306,0.000970338,0.009339737
Sh2b1,0.160144248,0.178618749,0.149320068,0.181045013,0.218581658,0.160124948,0.19242693
Tufm,0.384304133,0.426825837,0.372598995,0.395091286,0.39608103,0.469367449,0.43529168
Atxn2l,0.222896653,0.229881996,0.186882739,0.224293589,0.171975385,0.263632073,0.220202
Eif3c,3.407341903,3.004173105,2.68227547,3.122133028,2.587209808,3.383066026,3.209341012
U6.788,0.000275083,0.001271441,0,0,0.000155407,0.000198477,0
AC125169.1,0.000988098,0,0,0.000471877,0.000130452,0.000712322,0.000258085
Cln3,0.094930668,0.084653512,0.076801128,0.083138915,0.083153088,0.073585726,0.080762074
Apobr,0.001680555,0.004743775,0.003486524,0.004418164,0.002641308,0.002625121,0.003281757
Nupr1,0.001674794,0.00429319,0.001931418,0.003421877,0.001794599,0.000171399,0.012953978
2510046G10Rik,0.005027948,0.002955955,0.002362212,0.003794745,0.004710416,0.004896397,0.004797857
Ccdc101,0.307720277,0.274162171,0.283140132,0.330639134,0.239263746,0.367624192,0.323833248
Sult1a1,0.000858264,0,0,0.00018806,0,0,0
Gm6939,0,0,0,0,7.92E-05,0.00011087,0
Slx1b,0.1018324,0.090677762,0.077061086,0.109981134,0.081685002,0.172635089,0.11678061
Bola2,1.493932055,1.261912058,1.2014114,1.306777809,0.919999809,1.590403174,1.539354962
Coro1a,0.08205445,0.005271549,0.001940046,0.028802793,0.004509976,0.020053638,0.026505601
Mapk3,1.616182248,0.788317398,1.467966281,0.96121582,0.423984041,0.533494844,1.296288744
Gdpd3,0.005941982,0.005548221,0.00070065,0.004119933,0.001085995,0.001701691,0.005036782
Gm9967,0.000590414,0.000354165,0,0.000977349,0.001032961,0.000982586,0.000743299
Ypel3,0.322159019,0.354367563,0.250023388,0.304336202,0.444712322,0.148517977,0.143932473
Tbx6,0.000425398,0.00171773,0.000587046,0.000873399,0.00130536,0.000309751,0.000779654
Ppp4c,2.976644804,2.63245387,2.693665713,2.745756988,1.927339037,2.818183218,2.502198928
Aldoa,13.41079401,12.00588791,11.02827017,13.49421424,23.68359586,14.0398285,18.01660584
Gm15676,0,0.000345597,0.000736917,0.000328989,6.36E-05,0.000464013,0.000394728
Fam57b,0.013556327,0.002732787,0.040369656,0.010000691,0.003438929,0.006537304,0.013193155
Doc2a,0.000698231,0.008402317,0.001919719,0.014380291,0.00420841,0.003678458,0.010186421
Ino80e,0.738448779,0.67768107,0.580180842,0.674413953,0.508064877,0.869343415,0.724025168
Hirip3,0.38326664,0.611112391,0.3400896,0.661047904,0.425706915,0.613469602,0.625749232
Taok2,0.279599316,0.129884294,0.120113953,0.13187532,0.086301866,0.133053702,0.151268664
Tmem219,0.156237304,0.136490622,0.132698267,0.121905552,0.114451501,0.108558749,0.125889385
Kctd13,0.143102625,0.173241459,0.112716863,0.128501485,0.119738527,0.127768495,0.10248298
RP23-142A14.3,0.001787832,0.001470545,0.00102934,0.001660805,0.000852944,0.000557719,0.000403518
Asphd1,0,0.000783369,0,0.000268682,0.000155092,0,0
Sez6l2,0.003065298,0.002636484,0,0.000985271,0.007665965,0.001513651,0.001023665
AC122863.1,0.006692638,0.002415841,0.004539845,0.004138708,0.002804019,0.002220021,0.00280951
Cdipt,0.545623824,0.422845756,0.585844858,0.33781571,0.437266238,0.413484177,0.344602509
Mvp,0.020977725,0.033142908,0.043197825,0.006510838,0.037827892,0.00255814,0.003922853
2900092E17Rik,0.665760381,0.571377497,0.718383689,0.610239975,0.620232367,0.685285106,0.615288668
Prrt2,0,0.000812228,0.000809231,0.000191648,9.00E-05,0,0
Maz,0.51972111,0.747089417,0.683710471,0.797913674,0.430437993,0.704869609,0.920851286
Kif22,0.942818399,0.964312928,0.997770611,1.024703205,0.69394878,0.956684281,0.928472233
Zg16,0,0,0,0,0.000239283,0,0
AI467606,0.002912583,0,0,0.001069385,0.000479599,0.000227896,0.000590615
Qprt,0.019302596,0.012713731,0.002236714,0.028445347,0.053644211,0.01023775,0.034811324
Spn,0.001026288,0,0,0.000204782,0.000149792,0.000766426,0.000683982
Metazoa_SRP.78,0.000412474,0,0,7.95E-05,0.000151452,0,0.000389857
Cd2bp2,0.43163863,0.432904072,0.400224987,0.426976005,0.340921023,0.465875092,0.435618528
Tbc1d10b,0.220666956,0.192950534,0.294038857,0.187369474,0.200717682,0.141515906,0.187343881
Mylpf,0.052628156,0.068364191,0.047526684,0.062351137,0.962047068,0.03714505,0.050192531
1-Sep,0.096551328,0.024036474,0.006024133,0.02878132,0.05750284,0.021058212,0.015626201
Zfp553,0.296147366,0.352855689,0.311958111,0.434329177,0.223048708,0.381531319,0.415172171
Zfp771,0.492464294,0.785536902,0.748039754,0.766060886,0.450660313,0.793180555,0.803123249
Dctpp1,3.125824314,3.89401093,3.444494718,5.471593747,2.770701058,7.184379973,6.151372595
Sephs2,0.047569513,0.037847612,0.020788532,0.038307329,0.043019719,0.055799378,0.042580395
Gm17511,0.123569475,0.086131025,0.130384569,0.147659182,0.081763979,0.187279914,0.19370484
Itgal,0.002408013,0.003626377,0.000635368,0.001405676,0.000907913,0.000267814,0.001229852
Zfp768,0.191710562,0.278537363,0.199088464,0.253137542,0.199710192,0.243309943,0.20847931
Zfp747,0.02428319,0.022646658,0.024315356,0.024389798,0.017346123,0.024083567,0.024655319
9130019O22Rik,0.026399677,0.01793085,0.016915971,0.024675436,0.019224772,0.024507898,0.017613726
E430018J23Rik,0.021146355,0.029744857,0.041160115,0.036803516,0.02513427,0.029282699,0.040684799
Smt3h2-ps2,0.000196056,0,0,0,0,0.000172513,0
Zfp764,0.033968632,0.032938718,0.022785972,0.032617784,0.02067626,0.030977104,0.041733874
Zfp688,0.124046573,0.176062908,0.146988597,0.176580807,0.141449411,0.129412285,0.151532683
Zfp689,0.035189715,0.037972622,0.023068752,0.039548082,0.025762781,0.040187799,0.035333122
B130055M24Rik,0.005536636,0.005984285,0.003094123,0.008871144,0.004253295,0.008421458,0.010263624
Prr14,0.114951218,0.10161041,0.134198555,0.097251822,0.099845109,0.072327827,0.082027137
Fbrs,0.070598261,0.050368081,0.064871778,0.046845867,0.042736933,0.044990553,0.040190802
Srcap,0.064431984,0.084744059,0.048313361,0.080640904,0.05550614,0.071664836,0.078820411
Metazoa_SRP.79,0.002422826,0.002364965,0.000787446,0.001283857,0.001356757,0.00069037,0.000551098
Srcap.1,0.057239965,0.045954274,0.048253201,0.06339105,0.034825015,0.057508462,0.0610397
Phkg2,0.212448286,0.193913087,0.136491415,0.177637802,0.227893096,0.135183913,0.145148819
Gm166,0.015497992,0.037973445,0.020057874,0.045583201,0.053647575,0.03557382,0.04269234
Rnf40,0.125959042,0.133735693,0.127240337,0.143892111,0.095344753,0.141746198,0.15394541
Zfp629,0.061546917,0.093601168,0.057119914,0.104889017,0.059529853,0.086127071,0.103329988
Bcl7c,0.735536356,0.989000096,1.023776373,0.879936393,0.515664115,0.935833822,0.983786406
Ctf1,0.03742437,0.079774648,0.046734332,0.083741253,0.043666263,0.052454997,0.065241805
Ctf2,0.000394481,0.001337681,0.002791248,0.001818858,0.00075686,0.001686589,0.000806401
Fbxl19,0.056688753,0.058848555,0.057059845,0.068862159,0.028660255,0.074795201,0.093624454
Orai3,0.201358141,0.120589266,0.075776601,0.093936201,0.04451522,0.094393746,0.108488373
Setd1a,0.085821971,0.098400054,0.070722971,0.103936212,0.061240943,0.115629617,0.116592798
Hsd3b7,0.092381772,0.013948014,0.009945924,0.008598787,0.016156667,0.007862247,0.004738374
Stx1b,0.003427287,0.006172848,0.001179413,0.007834696,0.00817085,0.005767878,0.010141051
Stx4a,0.463574976,0.267349144,0.190381314,0.218653879,0.318512408,0.209434378,0.241481319
Metazoa_SRP.80,0,0.000637487,0.000941341,0.000214244,0.000423916,0.000218909,0
Zfp668,0.145724878,0.14358651,0.148936647,0.162008314,0.075317943,0.178115794,0.154816878
Zfp646,0.062095846,0.057091716,0.043840443,0.074739137,0.041537612,0.069955349,0.081028136
Prss53,0.002362887,0.003805215,0.003445594,0.001134342,0.004244294,0.002009072,0.002040597
VKORC1,0.378308074,0.393696443,0.567137184,0.295244945,0.415981356,0.230534394,0.333679261
Bckdk,0.676202139,0.695115554,0.703431836,0.655549444,0.647747263,0.655630706,0.678949006
Kat8,0.238199953,0.27888209,0.250695716,0.29990272,0.223661013,0.312515164,0.289543575
Prss8,0.012822287,0.009249619,0.004247168,0.008203516,0.011274818,0.003621521,0.012197023
Prss36,0.063555575,0.0744864,0.051194659,0.071888516,0.072900044,0.074276454,0.084438435
Fus,3.499985088,4.237135459,2.753933142,3.731112038,2.902208852,3.444184632,3.383296736
AC124461.1,0.002765284,0.003283931,0.001694947,0.002345987,0.001257664,0.002086825,0.003068399
B230325K18Rik,0.018445087,0.012669242,0.007064773,0.021495987,0.010534651,0.02391666,0.011886488
Pycard,0.154748134,0.193451878,0.245541689,0.187233787,0.177905346,0.232176865,0.198495593
Trim72,0,0,0,0,0.001967441,0.000239626,0.000117802
Itgam,0.001671705,0.002131853,0.002143479,0.0022215,0.000837284,0.001100423,0.001338801
Itgax,0,0.004633873,0.003170299,0,0.000648815,0,0
Itgad,0,0,0,0,0.00126109,0.000208922,0
Cox6a2,0.018261734,0.019031077,0.000771306,0.011092155,1.265619093,0.011855986,0.002259534
9130023H24Rik,0.025947924,0.032352638,0.018657175,0.026234985,0.030912644,0.022916894,0.02379816
Armc5,0.11569491,0.100594072,0.050604466,0.082415879,0.084562668,0.075103077,0.065100133
Tgfb1i1,0.460896709,0.468831446,0.927534175,0.188901807,1.711199757,0.065292647,0.08525182
Slc5a2,0.000111418,0,0,0.000759722,0.003000362,0,0
BC017158,0.037097728,0.033888949,0.03197105,0.027479726,0.0382331,0.03440546,0.016150427
Rgs10,0.082531257,0.211786805,0.130982759,0.195668292,0.669383496,0.070700681,0.068967094
Gm15503,0.000282947,0.001086328,0,0.000758175,0.002218896,0.000991939,0.000425388
Tial1,0.826948593,0.845304739,0.825478962,0.798993016,0.676983022,0.908159259,0.814295136
Bag3,0.282576468,0.322749092,0.377436919,0.149692334,0.284584607,0.121839091,0.126103815
AC122767.1,0.000446328,0.00183003,0,0.000270877,0.001449984,0.000980978,0.000274749
Inpp5f,0.145035858,0.200829145,0.252173817,0.15516557,0.129983369,0.130052843,0.134728997
Mcmbp,0.824520995,0.869513868,0.885347793,0.899639428,0.572805221,0.920855106,0.93868978
Sec23ip,0.344156293,0.401922892,0.413670003,0.292853284,0.297922767,0.265360306,0.289661016
Ppapdc1a,0.001949366,0.00097883,0.001102199,0.003301974,0.008172374,0.001614804,0.000397684
Wdr11,0.161073163,0.104929553,0.116258125,0.093593412,0.087737245,0.110150175,0.105812188
Fgfr2,0.023977851,0.223318681,0.334670601,0.097217371,0.113160941,0.035275347,0.042163537
Gm5903,0.006576598,0.004798232,0.004014247,0.004585958,0.003833913,0.006541145,0.008033385
Ate1,0.298809394,0.302575193,0.261781351,0.252457213,0.356986579,0.189657619,0.242854406
Nsmce4a,2.055922825,2.446543028,2.411370594,2.515502257,2.082005256,2.579620261,2.426817528
Tacc2,0.345055279,0.242059228,0.235779607,0.238028084,0.254777827,0.285072649,0.274710758
Etos1,0,0,0,0.000373916,0.001394442,0,0.000232723
Btbd16,0,0,0,0,0.000208293,0.000204037,0
Gm5602,0.002048194,0.000520916,0.005002663,0.002021907,0.004105402,0.000790796,0.001457934
Plekha1,0.176904715,0.172570575,0.219442284,0.116212261,0.261739827,0.103326531,0.135970405
Htra1,0.00910558,0.025724304,0.044359305,0.012209721,0.023966759,0.004621307,0.007839326
5430419D17Rik,0,0,0,0,0.000260191,0,0
Cuzd1,0.000193168,0.000939972,0.000819398,0.000341304,0.001996756,0,0
1700007K09Rik,0.000838408,0,0,0,3.77E-05,0.000225732,0.000177371
2310057M21Rik,0.292307841,0.295065599,0.306752049,0.235671238,0.337272442,0.230358039,0.192832346
Pstk,0.596403253,0.642912317,0.787236691,0.646965603,0.864893991,0.733589711,0.736179567
Ikzf5,0.108543341,0.114156802,0.111914474,0.123835768,0.106713633,0.19276154,0.130033376
Acadsb,0.123446578,0.163164958,0.150702953,0.112860679,0.120137796,0.110075845,0.112527557
Hmx3,0.000138526,0,0,0.000244412,0.000295637,0.00324993,0.000547756
Hmx2,0.00069175,0.001096061,0.00046825,0.0008551,0.001259369,0.003731982,0.001057375
Bub3,3.011628918,2.919833623,2.918857049,3.143593243,2.450193981,3.548732115,3.092434283
Gm16477,0.033395644,0.042296083,0.023931941,0.048401791,0.029240414,0.073624796,0.035530217
Gpr26,0,0,0,4.73E-05,0,0,0
Cpxm2,0,0,0,0.00031132,0.000209243,0,0.001254692
Chst15,0.056231392,0.03634485,0.186179949,0.059145312,0.018366144,0.011120593,0.040501271
Oat,1.292540343,1.516006948,1.57437569,0.855040437,1.230178297,0.775160946,0.488098293
Nkx1-2,0.000302201,0,0.006789449,0.00338395,0.001250382,0.00141902,0.003069356
Lhpp,0.060696142,0.07980263,0.076305731,0.086331323,0.066890086,0.089172586,0.102903494
Gm15582,0.000175661,0,0.000724228,0.000156117,7.38E-05,0.000185648,0
Fam53b,0.117130146,0.040887747,0.044773543,0.089644155,0.042247168,0.196740947,0.120489242
Mettl10,0.486038869,0.554351184,0.584843485,0.509077282,0.438623395,0.54626293,0.471945188
Fam175b,0.391467746,0.445784381,0.364542349,0.398456429,0.420327279,0.386759531,0.348051356
AC119806.1,0,0.000891161,0,0.000448983,0.001428766,0.001163744,0.000805804
Zranb1,0.282642577,0.312242403,0.252946166,0.332916905,0.276131623,0.326541098,0.313494872
Gm15718,0.000196056,0.000270848,0,0.000504356,0,0.000730438,0
Ctbp2,0.844062459,0.807004929,0.694931719,0.885067991,0.495484032,1.220775293,0.809967317
2700050L05Rik,0.052807415,0.085879958,0.091026911,0.08925584,0.068871924,0.095152331,0.10799321
Mmp21,0,0.000634398,0,0,0,0.000327854,0
Uros,0.094885663,0.136194273,0.130056579,0.101612868,0.151625403,0.083517709,0.081964098
Bccip,1.393484805,1.594731932,1.857396483,2.046875117,1.091486786,2.497245799,2.197869173
Dhx32,0.150819478,0.163902464,0.143619733,0.117061054,0.152313046,0.117507122,0.090702024
Gm15483,0.070655144,0.054691665,0.051502259,0.078593641,0.054394289,0.102390002,0.066598564
Fank1,0.001333573,0.005218503,0.023044608,0.001831364,0.002925113,0.001241218,0.001367941
Adam12,0.127452761,0.088222315,0.084478943,0.018015965,0.015193668,0.113381337,0.000957588
A130023I24Rik,0.004328446,0,0,0,0,0.00032373,0
D7Ertd443e,0.001104607,0.001774932,0,0.000198804,0.000642814,0.000347889,0
Dock1,0.227345587,0.176002779,0.168278073,0.178010914,0.092259102,0.17897101,0.177432971
Fam196a,0.001034673,0.000476831,0.002349389,0.000837737,0.00159082,0.000499559,0.000756287
Nps,0.000153778,0.000299202,0,0.000112403,0,0,0
4930544L04Rik,0.000849011,0,0,0.000396544,0,0,0.000952079
Foxi2,0.005447702,0.00152456,0.000912163,0.002822677,0.003687266,0.00189864,0.002422928
Clrn3,0.000134312,0,0,0,0,0,0
Ptpre,0.277313556,0.025915489,0.129411322,0.114502627,0.053766729,0.004215972,0.015637218
Mki67,0.933540009,0.962056237,1.012806217,1.038890666,0.644966414,0.84568171,0.968242555
Mgmt,0.172496873,0.133206815,0.115980843,0.154140833,0.158922676,0.142270564,0.148137016
Ebf3,0.050681027,0.114023945,0.028609375,0.142276396,0.007897382,0.162639842,0.149944783
9430038I01Rik,0.204292968,0.268373831,0.200199636,0.263468514,0.186075194,0.312032374,0.291811279
Glrx3,2.785033749,2.449734846,2.640702145,2.742520721,2.020589651,3.188775868,2.774959662
Tcerg1l,0.005847353,0.044758521,0.079775028,0.053703229,0.025626003,0.043952076,0.016938068
Mapk1ip1,0.043281606,0.056385067,0.032734035,0.059349859,0.070734135,0.048753565,0.057379866
Ppp2r2d,0.725616943,0.722196876,0.767070364,0.715831786,0.667015955,0.697410501,0.733818946
Bnip3,0.637770029,0.929341317,0.447782114,1.067899356,2.567770791,0.64615979,1.561401983
Jakmip3,0,0,0,0.000580212,0.000384831,0.000122976,0.000378341
Dpysl4,0.013229692,0.033124955,0.010914912,0.077511333,0.011607627,0.034079323,0.01394068
Stk32c,0.009750899,0.011176093,0.006243425,0.007071148,0.009258397,0.004934598,0.005560176
Lrrc27,0.013846126,0.024863309,0.040292016,0.019307562,0.032632491,0.015216045,0.016363431
Pwwp2b,0.049413921,0.044345756,0.156262981,0.020607711,0.052671903,0.030999562,0.007543858
Inpp5a,0.057822479,0.073707759,0.054603736,0.034174243,0.138987384,0.025604642,0.027583491
Nkx6-2,0.000382804,0.004436144,0.007548758,0.014358249,0.005116218,0.000168455,0.009128266
9330101J02Rik,0,0.00124752,0,0.000246313,0.000272602,0.000196634,0.001685205
Gm4459,0.11735681,0.127031647,0.061535243,0.132771354,0.181245878,0.165001363,0.085597466
Rpl21-ps13,0.018565126,0.014490624,0.007938024,0.018692339,0.012608157,0.02039794,0.019338844
Gpr123,0.002138111,0,0,0.005085151,0.009067072,0.000836134,0.000361095
Kndc1,0,0,0,0.000942175,0.000885465,0,0
Utf1,0.001549838,0.000424323,0.003398723,0.001445739,0.000945169,0.00121392,0.001795996
Gm16201,0.000949816,0.0019358,0,0.001074355,0.001985099,0.000582214,0.000489924
6430531B16Rik,0.001537169,0.002022685,0.003637514,0.004824018,0.000856223,0.003488066,0.006183403
Adam8,0.00672909,0.005247605,0.001996727,0.006446855,0.003153828,0.007881973,0.003661825
Tubgcp2,0.278532009,0.382944567,0.320883674,0.334304427,0.197347761,0.35600404,0.301584555
Zfp511,0.340184585,0.364631798,0.382334823,0.373795245,0.366457888,0.41604859,0.363586998
Msx3,0.008395964,0.000841708,0,0.019699878,0.001690914,0.087869478,0.024318953
Caly,0.010738346,0.003437923,0.005255999,0.018895474,0.008984234,0.01528133,0.020431047
Prap1,0.00032147,0,0,8.26E-05,0,0.000164801,0.000138418
Fuom,0.034377094,0.043215118,0.009201029,0.032820292,0.130165498,0.010176656,0.008065237
Echs1,1.191923879,2.058909388,1.644877842,1.870359026,1.373627671,1.593736582,1.759412637
Paox,0.148748233,0.099841776,0.116018571,0.10112376,0.123945547,0.096697434,0.082348073
Mtg1,0.120597671,0.151264344,0.130900686,0.14812519,0.141595359,0.157105174,0.140147487
Sprn,0,0.000718099,0.000669314,0.000184228,0,0,0.000101011
Cyp2e1,0.007380105,0.003114732,0.001797406,0.005552359,0.002565431,0.004893666,0.002871881
Syce1,0.005055082,0.005024978,0.000506175,0.001822434,0.002447129,0.000295759,0.001105201
Zfp941,0.004425397,0.010796575,0.012016793,0.012199066,0.006958604,0.015636537,0.015124515
1190003J15Rik,0.001916689,0.002212435,0.004583864,0.004464593,0.001565548,0.003758709,0.012576218
Bet1l,0.299752651,0.317428154,0.345613298,0.203488357,0.252397365,0.138333172,0.19392113
Ric8,0.346415474,0.294153584,0.319072666,0.216179756,0.250619754,0.213760632,0.222231452
Sirt3,0.082697564,0.117150418,0.077337202,0.115800509,0.143137755,0.089264686,0.102531656
Psmd13,2.13668073,2.24987885,2.304054347,2.114775442,2.148701123,2.190542521,2.108944
Gm15542,0.211738821,0.22954821,0.119188623,0.219355508,0.153488826,0.278833737,0.148682803
Cox8b,0.00012566,0,0,0.000231968,0.002705921,0,0
