,Endocardial/Endothelial,Epicardium,Lateral Plate Mesoderm,Multipotent Progenitors,Myocardium,Neural Crest,Paraxial Mesoderm
Gm12268,0.000316151,0,0.000421608,0.000680826,0.0001464,0,0.000672981
Gm12267,0.009316419,0.011794537,0.005492513,0.010298161,0.006629278,0.013754486,0.005237635
Drg2,0.685932544,0.715311773,0.684491352,0.725389424,0.582336393,0.960444027,0.726497105
Myo15,0.000597101,0.001076522,0,0.000224297,0.000224998,0.000133533,0.001409681
Alkbh5,0.733588024,0.868656167,0.673674425,0.760601724,1.005273847,0.722316525,0.828172017
Gm12628,0.000344274,0,0,6.15E-05,3.97E-05,0.001709227,0.000462819
Gm12623,0,0,0,5.37E-05,0,0.000143377,0
Gm12614,0,0,0.000820861,0,0,0.000183729,0.000196895
Gm12615,0.001082015,0.000483229,0,0.000712278,0.000316616,0.000644138,0.000154661
Gm12619,0,0,0,0,9.66E-05,0,0
Gm12612,0,0,0,4.60E-05,0,0.000161854,0
Llgl1,0.153190612,0.19002751,0.152694544,0.223992785,0.134634469,0.17039922,0.233524671
Flii,0.303630106,0.29051373,0.305229932,0.213557959,0.26765412,0.145807636,0.235584914
Smcr7,0.063266041,0.055437175,0.04831732,0.048978615,0.083608685,0.037641637,0.054963488
Top3a,0.064314554,0.055324577,0.082816488,0.065276015,0.037861293,0.06591419,0.069475913
Smcr8,0.029899837,0.024404224,0.035608262,0.038199995,0.030157566,0.039007293,0.040030365
Shmt1,0.391566205,0.494096663,0.347848925,0.52533472,0.376043645,0.891585671,0.490158995
SNORA25.2,0,0,0,0,5.23E-05,0,0
Gm12611,0,0,0,0,0,0.000120377,0
Gm11703,0.006752765,0.005989472,0.007010838,0.008118885,0.005579221,0.008253187,0.009151621
Dhrs7b,0.40919456,0.356198828,0.374642801,0.337134796,0.395427807,0.341651506,0.360990409
Tmem11,1.243960192,1.232675395,1.180331442,1.277932084,1.307241832,1.495255971,1.316569014
AL596215.1,0.004744018,0.009938487,0.003668935,0.007639051,0.009585939,0.004045582,0.003406146
Gm16515,0.039607176,0.092614737,0.055329588,0.076021233,0.084370293,0.030378006,0.051128858
Gm16516,0.009297749,0.013914779,0.006661287,0.012181012,0.016305459,0.016785,0.013115175
Map2k3,0.553328121,0.378011666,0.327947569,0.299458758,0.237236009,0.384706216,0.257546313
Kcnj12,0.004040486,0.000716273,0,0.028232479,0.022069377,0.041199631,0.031967056
Tnfrsf13b,0.011962043,0.000173538,0,0.001339515,0.00142487,0.001794925,0.001013201
Gm12269,0.00031439,0,0,0.00029431,0.000280072,0.00092704,0.000256056
Usp22,0.361523573,0.438620908,0.517864189,0.388146934,0.241050274,0.326055794,0.375146198
Rps13-ps5,0.080938321,0.07574531,0.054380562,0.084555266,0.058472893,0.108765256,0.074037095
Aldh3a2,0.086110131,0.083608884,0.095985144,0.043092298,0.075609227,0.030153508,0.034058364
Slc47a2,9.08E-05,0,0.001465722,0.000159418,0.002296966,0,0.000268569
Slc47a1,0.00829125,0.001292038,0.001397761,0.002465461,0.083212485,0.001558983,0
Gm12271,0,0,0,0.000327564,0.000446345,0.000550623,0.000220675
Rnf112,0.000195147,0.004761285,0,0.004972321,0.000468792,0,0.00095993
Mfap4,0.130945801,0.577968208,0.243213382,0.862157569,0.200722777,0.323284732,0.764241787
Mapk7,0.280298927,0.295887128,0.25083572,0.296125198,0.148151631,0.277798258,0.358564705
3110043A19Rik,0.001547404,0.001704239,0,0.00157237,0.002277006,0.000606247,0.001323286
B9d1,0.277335297,0.413584845,0.380604282,0.525304426,0.297086812,0.45148399,0.570872388
Epn2,0.338335575,0.291725439,0.362885687,0.20102913,0.267381778,0.192920687,0.219207404
Grap,0.488765267,0.00088946,0.001843415,0.002505346,0.001712528,0.007966793,0.001984179
Slc5a10,0,0,0,0.000167676,0.000290612,0.003784313,0.004563487
Fam83g,0.009940217,0.012130385,0.014829044,0.011510032,0.020242471,0.007062563,0.010881946
Prpsap2,0.203537161,0.249462362,0.23681918,0.281739869,0.219909879,0.279910805,0.299800166
Ulk2,0.104161348,0.078461862,0.085756859,0.059512063,0.064309408,0.040628191,0.051628478
A530017D24Rik,0.014793945,0.013532798,0.008897454,0.016773074,0.012853054,0.017450872,0.017758938
Akap10,0.053572303,0.049824259,0.046386268,0.053401823,0.057790721,0.0536439,0.056954535
U6.145,0,0,0,4.98E-05,8.50E-05,0,0
Specc1,0.101576041,0.096767524,0.068660163,0.046616303,0.029948093,0.118353289,0.022346879
Gm12274,0.00194081,0.004499865,0.003620658,0.002464541,0.00276658,0.002028613,0.002532571
Adora2b,0.008131225,0.010719875,0.016122114,0.00918984,0.002457328,0.098530497,0.023470363
Zswim7,0.178686929,0.206700039,0.123616079,0.170479863,0.182869907,0.387291143,0.191319656
Ttc19,0.347178629,0.273899316,0.232897434,0.270533059,0.305829568,0.299355724,0.291306132
Gm12275,0.000233782,0,0,0.000100524,7.01E-05,0.000301177,0.000194574
Ncor1,1.725933285,1.67233337,1.443249706,1.792056364,1.924485605,1.680812791,1.641341039
Gm12276,0.00209622,0.00121181,0.001106622,0.001556588,0.001961782,0.001626625,0.00023971
Pigl,0.084613628,0.063554504,0.031523072,0.05859667,0.106750542,0.070332601,0.04898768
Gm12278,0.001383637,0.000386212,0,0.000473154,0.000802457,0.000185844,0.000899234
Cenpv,0.053418808,0.053382636,0.018679395,0.121438518,0.085259949,0.111954124,0.047993501
Gm12279,0,0,0,0.001507688,0.000555613,0.000803505,0.002489879
Ubb,32.97082068,35.02353437,32.36855502,35.03817807,33.53743253,32.61571757,29.28742887
Gm12280,0,0.001574744,0,0,6.57E-05,0,0
Trpv2,0.010181148,0.004155494,0.000805618,0.004036642,0.02479769,0.002699089,0.003615555
2410006H16Rik,0.786182424,0.766483721,0.444594853,0.795639657,0.573366104,0.818015924,0.925587159
BC046404,0.099180246,0.105152899,0.06310582,0.113981798,0.094512338,0.077905431,0.072590349
4930443B20Rik,0.003977549,0.004794671,0.001317119,0.008230727,0.002380148,0.009613301,0.015170386
Mmgt2,0.230206439,0.181517397,0.138347715,0.167512574,0.169993894,0.127252577,0.138294133
Zfp287,0.027683459,0.014853066,0.014841554,0.018143815,0.013126171,0.013909254,0.01862256
Gm12282,0.000411143,0,0.000657371,0.000579646,0.000376265,0.00121567,0.001199012
Zfp286,0.074391465,0.097649554,0.074671329,0.104085934,0.074443791,0.093779149,0.096027099
4921522H14Rik,0,0,0,3.13E-05,0,0,0
Trim16,0.07597288,0.001811096,0.003398047,0.007174437,0.004945536,0.00269308,0.00312362
Fbxw10,0.002692363,0,0.001821739,0.004328256,0.001380673,0.002206541,0.003128793
Fam18b,0.697389302,0.707198533,0.731005265,0.530674131,0.627903202,0.376497062,0.366900699
Gm12284,0.000952612,0.003287219,0.009210769,0.00031209,0.001064974,0.000316658,9.31E-05
Cdrt4,0.001506713,0.000158524,0.002753931,0.000422452,7.16E-05,0.000681152,0.000336193
4930452L02Rik,0,0.000605679,0.001075908,0,0,0,0
Tekt3,7.91E-05,0.003626523,0.021885331,0.001257115,0.000116016,0,0
Pmp22,1.352538126,3.710509585,16.36612864,0.861043552,1.200947089,0.305943942,0.077031314
B430319H21Rik,0.000677664,0.001294851,0.002579124,0.000290991,0.000359279,0.000175299,0
Gm12285,0,0,0,0,9.58E-05,8.91E-05,0
Gm12286,0.010123877,0.012611309,0.007630212,0.015621357,0.021187504,0.021392815,0.017994663
B130011K05Rik,0.000261037,0,0,0.000417815,0,0.000786569,0.001859879
Gm12288,0,0,0,8.89E-05,7.19E-05,0,0
Hmgb1-ps3,0.013424069,0.013874447,0.011279256,0.024497997,0.010090646,0.023527091,0.012813043
Hs3st3b1,0.035829967,0.13807541,0.00632535,0.091702455,0.006873678,0.018595395,0.071592868
Cox10,0.289055702,0.329229865,0.218191134,0.335492696,0.333015466,0.363460338,0.346978907
9630013K17Rik,0,0,0,0.000162488,0,7.38E-05,0.000699793
2810001G20Rik,0.1539819,0.278567643,0.143722797,0.337607013,0.168058723,0.248728716,0.367108033
Gm12290,0.000211032,0.001446848,0.000677108,0.000139842,0,0,0
F930015N05RIK,0.002682553,0.016213047,0.002947505,0.013029499,0.000374581,0.005279314,0.024607115
Hs3st3a1,0.014855592,0.087785409,0.011129346,0.052409203,0.003115568,0.016659449,0.057384329
Gm12291,0.000460922,0,0,0,0,0,0
Gm12292,0.000548291,0.006580176,0.00311481,0.004422293,0.001073807,0.000814629,0.00171504
Elac2,0.218877857,0.262025183,0.292141961,0.292480455,0.222188849,0.41740372,0.366846454
Arhgap44,0.014104691,0.035055757,0.01652038,0.014063318,0.035352171,0.005569455,0.013023482
Gm12294,0.001846233,0.00353224,0,0.003819875,0.004679847,0.002227545,0.003921657
1700086D15Rik,0.000371036,0,0,0.000172307,0.000306777,9.06E-05,0
B430202K04RIK,0,0,0,8.37E-05,0.000854501,0.000179706,0
Gm12293,0,0,0,0.000110275,0.000508263,0,0
Myocd,0.012780598,0.037724228,0.013302975,0.113274148,0.611942242,0.005222085,0.014097596
Gm12295,0.000203214,0.001576503,0,0.0021684,0.018787021,0.000162581,0.000390514
Map2k4,0.265119133,0.310680465,0.371922093,0.325860458,0.343942468,0.269844041,0.317348986
Zkscan6,0.055957779,0.044693528,0.039630937,0.049995384,0.067027191,0.033064379,0.056032161
Dnahc9,0,0,0.00054103,0.000978554,8.41E-05,0.000328544,0.000949292
Gm12296,0,0,0,0.000329537,0,0,0
Shisa6,0.00129972,0,0.001867372,0.009572587,0.003782248,0.001175277,0.003272498
Gm12298,0,0.000426417,0,0,0.000727654,0,0
Pirt,0.001871309,0.015789361,0.00422297,0.006396685,0.090512228,0.000164843,0.000747641
9130409J20Rik,0,0,0,0,0.000235857,0,0
Gm12299,0.00013552,0,0,9.75E-05,0,0.000186694,0
Tmem220,0.008226717,0.011974666,0.009275744,0.01311128,0.016864341,0.013039957,0.012718055
Adprm,0.140798154,0.141240398,0.119262054,0.141981713,0.148014892,0.141844567,0.119705269
Sco1,0.151523305,0.108232824,0.12193826,0.132381974,0.12148842,0.158699068,0.138174361
Myh3,0,0,0,0.000280434,0.000229058,0.001196393,0.001251807
Myh2,0,0.000495587,0,0,0.000162469,0,0.000221091
Myh1,0,0,0,0.000211203,0.000515348,0,0
Gm12300,0,0,0,0,0.000989724,0,0
Myh4,0,0,0,0.000330263,0.00033858,0,0
Myh8,0.000194646,0,0,0.003202728,0.001836858,0,0.000167387
Myh13,0,0.000668087,0,0.000328286,0,0.000386137,0
Gas7,0.240029738,0.013065048,0.005427719,0.042560819,0.014449991,0.017776332,0.012689834
Glp2r,0,0,0,0.000488339,0,0.00015688,0.00379749
Rcvrn,7.93E-05,0,0,0.000357682,0,0,0.00228565
Dhrs7c,0,0,0,0.000256414,0.000603033,0,0
Usp43,0.020262633,0.000809155,0,0.001318506,0.000530023,0.002006195,0.001400234
9130017K11Rik,0.019202929,0.003160595,0,0.002826625,0.001978435,0.002151649,0.003751053
Wdr16,0.000117766,0,0,0.000774351,0.000205435,0.002120189,0.001767425
Stx8,0.450624045,0.457004251,0.399815383,0.381169906,0.574588108,0.3815539,0.386605551
C78197,0.000926364,0.000524297,0.000924614,7.42E-05,8.70E-05,0.000803837,0.003012348
Ntn1,0.002658774,0.001590745,0.002043831,0.016676967,0.028587912,0.003455347,0.138199419
Gm12305,0,0,0,0.000267994,0.000377336,0,0.005270713
Pik3r5,0.000818289,0.000348468,0,0.000865869,0.000114699,0.001693613,0.002142442
Pik3r6,0.024310921,0,0.004234797,0.001472805,0.000560988,0.000472021,0.000651103
Mfsd6l,0.001478088,0,0,0.000243483,0.000159393,0.000119402,0.000163792
4930535C22Rik,0.000819373,0.004894076,0.006892452,0.001258738,0.001957436,0.000479591,0.000430349
Ccdc42,0.003638022,0.063959152,0.043589921,0.015469891,0.02487717,0.011228149,0.001867912
Myh10,0.847539163,2.418961171,2.358892336,1.446989165,1.466136778,1.143520176,0.996679457
Ndel1,0.681957778,0.346177568,0.421506677,0.249981993,0.273211765,0.273030123,0.2558121
Rnf222,0.004798883,0,0,0,2.69E-05,0,0
Rpl26,23.42175422,22.38922092,20.67348408,24.03958078,19.30149303,22.78760178,26.12125625
Odf4,0.000869783,0,0,0.000167347,0,0,0
Arhgef15,0.446130972,0.003285663,0.002636793,0.004826659,0.006969457,0.013702992,0.010170887
Slc25a35,0.011002937,0.003147823,0,0.003708453,0.003894167,0.00208807,0.002728116
Rangrf,0.633497307,0.604320335,0.598828188,0.927241906,0.595838359,1.654610024,1.217669044
Pfas,0.340664443,0.390875162,0.373811909,0.495255162,0.241831862,0.567541006,0.650492555
Ctc1,0.184048394,0.223889094,0.189052454,0.210009592,0.169204672,0.172153429,0.171189691
Aurkb,1.062935548,0.924581168,1.100078588,1.08895989,0.605421431,1.082998717,1.241348193
9330160F10Rik,0.013050857,0.01741147,0.014235265,0.013916759,0.018041077,0.008554369,0.016814602
2310047M10Rik,0.115350596,0.082477491,0.058499014,0.075116717,0.119695758,0.058721581,0.068140733
Tmem107,0.134718801,0.204545019,0.284131921,0.265011975,0.194046432,0.26515261,0.302027751
Snord118,0.000170058,0,0.000688481,0.00081447,0.000437104,0.000706603,0.002313752
Vamp2,0.11709819,0.165968309,0.153132619,0.139043573,0.629491613,0.075745608,0.097245118
Per1,0.031880537,0.027827371,0.017122605,0.032561227,0.036982224,0.046070424,0.034247501
9130213A22Rik,0.000887836,0,0,0.000111785,0.00061172,0,9.28E-05
Hes7,0.071443382,0.004108087,0.000374571,0.005977969,0.016654697,0.008508291,0.010676501
Aloxe3,0.000512225,0.002513687,0.000880985,0.000858259,0.002806141,0.000425152,0.000811495
Alox12b,0.000491334,0.001142655,0,0,3.51E-05,0,0
Alox8,0.001929597,0.001019381,0.001725687,0.000288896,0.030479216,0.001822115,0.001651721
Gucy2e,0.001062308,0,0,0.000812012,0.010622014,0.000212532,0.001106128
Cntrob,0.043534481,0.056748638,0.040250849,0.057122787,0.052182045,0.039861534,0.052543359
Trappc1,1.334286072,1.463267813,1.223463068,1.300938335,1.824238812,0.838997714,1.225487474
Kcnab3,0.003666091,0.001314547,0,0.001900607,0.002042211,0.000773136,0.002120893
Gm16040,0.000403399,0,0,0.000418169,0.00035866,0.000337348,0
A030009H04Rik,0.036556247,0.15849311,0.032102503,0.164240446,0.103357452,0.134405269,0.137431273
Chd3,0.154438146,0.345666474,0.094024701,0.309820021,0.287601227,0.129606628,0.175075125
Gm17305,0.000840357,0.001243245,0,0.000527092,0.000232964,0.000192856,0
Cyb5d1,0.014656572,0.009434258,0.012214593,0.010102451,0.010288132,0.00879385,0.011857962
Lsmd1,0.956396373,0.757765528,0.397075219,0.734083226,0.698505294,0.737900444,0.7937903
Tmem88,0.558231651,0.536939743,2.839436019,0.363466316,0.588200177,0.03396848,0.263246735
Kdm6b,0.343041044,0.489973146,0.431970178,0.452412262,0.412867797,0.303051806,0.368758121
1700064E03Rik,0.002393032,0.009033129,0.057052702,0.004215274,0.002754735,0.000872331,0.005463967
Dnahc2,0.000576224,0.003690439,0.010615833,0.004245719,0.003788869,0.000393449,0.002156428
6030455H03Rik,0.043415157,0.009027904,0.025139542,0.014413137,0.015022214,0.000512191,0.002822749
Efnb3,0.09425512,0.366137231,0.193966832,0.219555953,0.278016847,0.09823795,0.209893693
Wrap53,0.210329824,0.258201132,0.291716218,0.248332156,0.199561153,0.278887178,0.264527102
Trp53,3.634617217,2.101269706,1.668407673,2.849081748,1.130689528,3.810789454,3.074453575
Atp1b2,0.015705831,0.031427173,0.016560636,0.027109744,0.218350122,0.008642515,0.014543636
Shbg,0,0.000971496,0,0.000160578,0.00025124,0.000473341,0.000401374
Sat2,0.062933045,0.147223627,0.089521545,0.08270586,0.168245806,0.075075329,0.069463287
Gm12308,0.000287672,0.001026532,0.000787446,0.000670195,0.000160554,0.000109011,0.000513903
Gm12309,0,0.000482313,0,0.00010268,0,0.000225325,0.000346348
Fxr2,0.321980289,0.354874828,0.333371928,0.332264536,0.37962847,0.340088648,0.275551902
Sox15,0.000237978,0,0,0.000152207,8.85E-05,0.00029471,0.000158187
Mpdu1,0.96865074,0.693075783,0.75710916,0.722549492,0.871821775,0.721497619,0.688716699
Cd68,0.013707352,0.008746953,0.007717696,0.010065342,0.006176664,0.009651621,0.006652465
Eif4a1,16.92884169,16.29376167,14.61791822,15.97398476,13.69325416,18.9839586,15.22940397
Senp3,0.315401142,0.325565738,0.313217032,0.312245281,0.28363567,0.39517166,0.376024624
2010012P19Rik,0.00386506,0.006207677,0.009544302,0.005877408,0.006580663,0.003203066,0.006847826
Tnfsf12,0.04374357,0.053189732,0.052552093,0.023793526,0.043580508,0.020865019,0.010857459
Gm12307,0,0.001302892,0,0,0.000255765,0,0.000237855
Polr2a,0.42829941,0.483222009,0.392097181,0.554032413,0.321181948,0.543094519,0.559186613
Amac1,0.003177688,0,0,0,0,0,0.000140599
Zbtb4,0.025017558,0.020143595,0.017031419,0.010146836,0.021281736,0.00420177,0.008300516
Chrnb1,0.004843736,0.006586671,0.006358266,0.001890858,0.008081901,0,0.000226508
Fgf11,0.000335671,0.001779263,0,0.002435995,0.004430788,0.00126982,0.001579663
Tmem102,0,0,0.000941341,0.000507927,0.00162611,0.000284173,0.00013759
Spem1,0,0,0,0.000324683,0.000200168,0.000125848,0
Nlgn2,0.02308023,0.053256596,0.02352746,0.047327133,0.035183692,0.033518331,0.059232896
1810027O10Rik,1.387455303,1.300979299,0.978431547,1.163303781,1.354223424,0.835573461,1.215433376
Plscr3,0.520589666,0.527122365,0.380551889,0.380398481,0.242180867,0.297032873,0.289549904
Tnk1,0.002434479,0.005535604,0.003711598,0.003691308,0.002440044,0.001318449,0.005650057
Tmem95,0,0.000354165,0,0.000870567,0.000343757,0.000380097,0.000523158
Kctd11,0.055381871,0.059633168,0.115172931,0.066123271,0.05340973,0.027104764,0.06657478
Acap1,0.077910685,0.003189065,0.002070203,0.001753396,0.001032316,0.001946417,0.000940835
2810408A11Rik,0.044071765,0.047220185,0.035232339,0.103490504,0.046648428,0.041434507,0.088069796
Neurl4,0.058042412,0.067184318,0.067552033,0.074624584,0.070485067,0.058397659,0.082574024
Gps2,0.309383537,0.291465189,0.267893983,0.309236374,0.264645325,0.232983032,0.29259797
Eif5a,26.04926684,20.33582781,26.23101358,26.04277961,18.23921862,34.47608278,30.14474876
Ybx2,0.00089705,0.002943182,0.003479685,0.010182856,0.003037829,0.002145151,0.003053133
Slc2a4,0.00186543,0.014593488,0.00580761,0.034269859,0.037873472,0.016511922,0.020072838
Cldn7,0.040291949,0.006200403,0.005271756,0.012511553,0.034365322,0.007795984,0.00583431
Elp5,0.980228401,0.953821955,1.267484738,1.037273971,0.979985436,1.12036434,1.08486767
Ctdnep1,0.438784398,0.383164446,0.456395928,0.365434489,0.282076157,0.389048564,0.388871385
Gabarap,3.297776338,3.723341404,3.985951145,2.599166661,3.534891954,1.468299543,2.255765886
Phf23,0.725676793,0.893924653,0.890246482,0.943742004,0.663311042,0.913082412,0.961887306
Dvl2,0.171612488,0.313556516,0.264771175,0.267151039,0.172496869,0.230475251,0.294886873
Acadvl,0.199647079,0.168556993,0.146870518,0.130350532,0.293157786,0.087169861,0.094069964
Dlg4,0.021060201,0.038073764,0.013899703,0.026370978,0.023735325,0.022209896,0.027304621
Asgr1,0.000937345,0.011639567,0.0008957,0.011023908,0.003367386,0.001495769,0.014971073
Asgr2,0.002239974,0.006933616,0.004097307,0.0203199,0.00905911,0.004546389,0.004335094
Mgl2,0.004629448,0,0,0.000488356,5.23E-05,0.000226524,0
Slc16a11,0.000538483,0,0,0.000784546,4.90E-05,0.000172252,0
Slc16a13,0.209167927,0.041376008,0.011217295,0.038782524,0.033029869,0.018179716,0.033232988
Bcl6b,0.228351887,0.001027125,0,0.001502881,0.000685017,0.001123146,0.003940517
0610010K14Rik,0.931741185,0.558777345,0.458334788,0.626259577,0.497399765,0.719828403,0.698777919
Rnasek,0.089260848,0.057735034,0.029462494,0.057473366,0.044188877,0.048807454,0.06082184
RNASEK,0.00306083,0.003222491,0.001593755,0.002080091,0.002169539,0.000854546,0.002934435
Alox12,0.014190885,0,0,0.001139866,0.000296956,0.000240695,0.000222794
Alox12e,0,0,0,0,0,0,0
Alox15,0,0,0,0,0.000242489,0,0
Gm12312,0.006146437,0.006267908,0.004154583,0.005224459,0.003346724,0.004651374,0.002804538
Pelp1,0.510399925,0.521288034,0.476364961,0.516823553,0.350302865,0.624298931,0.591555078
Arrb2,0.231232275,0.116757263,0.052167416,0.132300823,0.082612994,0.115164295,0.137036299
Med11,0.20744336,0.170620421,0.16545566,0.172693208,0.129821166,0.184933362,0.170383616
Cxcl16,0.126620739,0.001546691,0.000941341,0.001495455,0.00076035,0.000263872,0.001484381
Zmynd15,0.049700856,0.000840946,0.003665818,0.003055024,0.001005286,0.003078824,0.006002972
Tm4sf5,0.006050498,0.133152078,0.002088788,0.00201041,0.001179385,0.000877711,0.001478411
Vmo1,0.002057777,0.004837465,0.005258911,0.001188791,0.001495285,0.001317753,0.000777566
Gltpd2,0.000880447,0,0,0.001399742,0.000682147,0.000721254,0.001180368
Psmb6,8.22637673,8.289665105,8.568398459,8.61001444,9.100105573,8.792060732,8.30718502
Pld2,0.029496556,0.021214912,0.018121074,0.013590546,0.03223734,0.001736277,0.006008032
Mink1,0.049936862,0.025193552,0.014488985,0.037408472,0.030993578,0.039591814,0.046729246
Chrne,0,0,0,7.35E-05,0.000352974,0,0
Gp1ba,0.008592437,0.000434717,0,0,0.000573538,0,0
Slc25a11,1.248842357,1.228535621,1.06302177,1.082888632,2.063355211,0.824407625,1.030650186
Rnf167,0.335695153,0.290684415,0.288247126,0.307290322,0.274109419,0.262507057,0.337669595
Pfn1,27.48644559,16.31991634,19.25894216,17.62416607,21.96754449,21.81899607,18.28078204
Gm12319,0.001185601,0.000609437,0,0.000878286,0.000904422,0.000607424,0.002228123
Eno3,0.326481184,1.226622555,0.650938881,1.431872853,4.775288969,0.448101433,0.736952003
Spag7,1.21031131,0.970351094,1.044997912,1.302890467,1.589324788,1.464824056,1.348382261
Camta2,0.026080388,0.017437035,0.026551979,0.020802366,0.03696688,0.012674274,0.02019148
Inca1,0.00218014,0.007312238,0.011338234,0.002162872,0.008918695,0.002034319,0.002038119
Kif1c,0.100161914,0.089139655,0.133417079,0.078517801,0.107055963,0.052477407,0.075501028
Gm12320,0.000466913,0,0,0,0.000208312,0.000171497,0.00057001
Gm12318,0.000112532,0.000761652,0.003755174,0.001493539,0.00104796,0.001801799,0.000579956
Zfp3,0.020700867,0.016062922,0.009059985,0.016233789,0.041345479,0.00921355,0.00933787
Scimp,0.000404361,0,0,0,0,0,0
Rabep1,0.591960876,0.583685794,0.4689643,0.510730243,0.487033055,0.653140484,0.54052
RP23-83I13.14,0.013042677,0.012848665,0.008236378,0.008408883,0.010524755,0.013999131,0.009061907
Rpl23a-ps2,0.014718019,0.017491648,0.008289402,0.011894468,0.011970255,0.017027121,0.012306064
Gm12322,0.006114757,0.005756488,0.004618313,0.005440298,0.003937378,0.008254754,0.003616197
Nup88,0.514624293,0.639221341,0.542249764,0.538818358,0.669811767,0.510754151,0.422787413
Rpain,0.309152199,0.307319152,0.309191209,0.325459171,0.304564764,0.238161049,0.246485259
C1qbp,3.835347578,4.37025753,4.104897389,4.47804801,3.603447021,6.449115435,5.264727267
Dhx33,0.115167615,0.103648019,0.087360335,0.113516125,0.073980831,0.139340417,0.152184198
Derl2,0.606393747,0.683121282,1.10028069,0.451581842,0.496151025,0.337764745,0.455241999
Mis12,0.411650076,0.537938998,0.436914102,0.476724323,0.27369249,0.441663404,0.433784395
6330403K07Rik,0.253103961,1.211935635,0.541934585,0.751045478,0.447927107,0.245963832,0.297714582
9230020A06Rik,0,0,0,0.000354247,0,0,0
Wscd1,0.040769357,0.001995791,0.001334146,0.005430315,0.007799085,0.010058627,0.006360466
Aipl1,0.004527187,0.004423437,0.001424734,0.00361915,0.009181503,0.003923618,0.003095396
Fam64a,1.100793068,0.829007513,0.731501804,1.062854476,0.665087288,1.118855155,1.006798535
Pitpnm3,0,0.002074157,0,0.000773057,0.002077369,0.0002021,8.81E-05
4933427D14Rik,0.055329342,0.052493698,0.041658839,0.066985061,0.037231539,0.080235731,0.068175385
Txndc17,2.908084283,3.257724164,4.847533233,3.100112408,3.127078419,2.996323451,3.354680241
Med31,0.53503798,0.723214461,0.534630366,0.71533988,0.657901818,0.640654044,0.634392215
4930563E22Rik,0.019063383,0.023190898,0.019162464,0.029070525,0.025044651,0.023152633,0.03178503
Slc13a5,0,0,0,9.15E-05,0.000162972,0.000257708,0
Xaf1,0.015391022,0.006897863,0.010999223,0.012823155,0.006745771,0.025490481,0.022740629
Tekt1,0.005268195,0.035731466,0.002411202,0.046495075,0.007926169,0.039472026,0.02185913
Smtnl2,0.804352676,0.833521835,0.452510839,0.488645203,1.875696054,0.043819177,0.13685898
Ggt6,0,0,0,0,0,0,0
Mybbp1a,0.982287438,0.93655413,0.977592781,1.001486207,0.550242837,1.419332151,1.269686058
Spns2,0.187975105,0.002943829,0.010019726,0.000765817,0.000702647,0.001776932,0.002320843
Spns3,0.004522458,0.0025147,0.003810628,0.001816104,0.000961274,0.000126348,0.000809137
Gm12712,0.003629414,0.00241088,0.002396741,0.004236473,0.002326484,0.005615454,0.003525979
Ube2g1,1.122879887,1.225384094,0.984113018,1.29727441,1.068990645,1.183957774,1.083569164
Ankfy1,0.134931512,0.126566463,0.138195306,0.123409817,0.110607786,0.100141175,0.127346434
Cyb5d2,0.042678101,0.021671392,0.029168323,0.027330665,0.037681861,0.037960288,0.032254374
Zzef1,0.080911746,0.056634656,0.06776192,0.058822803,0.066864193,0.066713001,0.055846664
Gm6733,0.022143447,0.01340813,0.005590249,0.013057884,0.014276415,0.018221176,0.009921897
Atp2a3,0.011071519,0.000918398,0,0.007350018,0.001617297,0,0.000431326
P2rx1,0.053467989,0.000518013,0,0.004049135,0.004200189,0.000318404,0.000244293
4732414G09Rik,0,0.000428022,0.001153985,0.000103276,0,0,0.000230542
Camkk1,0.009663628,0.006718329,0.005111393,0.006737328,0.005198528,0.002235634,0.002682978
1200014J11Rik,0.357275958,0.309928768,0.289135655,0.331246798,0.288223464,0.340082464,0.307375329
Itgae,0.001876917,0.001184526,0.001067933,0.004113767,0.00130168,0.001610419,0.002604846
Gsg2,0.206237981,0.151056274,0.122026863,0.170412737,0.104230361,0.226372671,0.211107844
P2rx5,0.001749518,0,0,5.69E-05,0.000761396,0.00024125,0.000436228
Emc6,2.2904719,1.804379876,1.997907311,2.269271526,2.042827271,2.698306088,2.551176312
Tax1bp3,0.070619878,0.028214912,0.03110727,0.025340678,0.02931529,0.020726399,0.012094982
Ctns,0.029408286,0.036635909,0.035644133,0.041154842,0.044598292,0.038042506,0.038137047
Shpk,0.001966917,0.002356534,0,0.00167744,0.000852513,0.000209419,0.000556606
Gm16021,0.000434792,0,0.000343683,0.000863895,0.000292917,0.00044344,0.001425386
Trpv1,0.00264452,0,0,0.000101853,0,0,0.000845963
Trpv3,0,0,0,0.000219286,8.40E-05,0.000226643,0
Aspa,0,0,0,0,0,0.000188722,0
Spata22,0,0,0,0,0,0,0
Gm12328,0.057860049,0.062561694,0.041934562,0.060234154,0.050015908,0.064239842,0.033746868
Gm12331,0.003580237,0.002694849,0,0.002590425,0.001534914,0.004543575,0.002700072
Gm12332,0,0,0,0.000128377,6.60E-05,0,0
Rap1gap2,0.003340444,0.016192951,0.000457649,0.011471181,0.032456104,0.003152438,0.001799037
Metazoa_SRP.6,0.000124956,0.000440141,0,0.000312722,0.000138507,0,0
E130309D14Rik,0.001625154,0.000980225,0.00079314,0.000890875,0.001187919,0.000570944,0.000396835
